Student_ID,Course_Grade_Point,Overall_Grade,Warning
10000623,12.29,C3,
10000624,12.49,C3,
10000625,12.02,C3,
10000626,8.87,E1,
10000628,5.69,F1,
10000629,10.78,D2,
10000631,15.27,B3,
10000632,14.34,C1,
10000634,10.95,D2,
10000635,11.95,D1,
10000636,9.44,D3,
10000638,21.04,A2,
10000639,16.56,B2,
10000640,12.95,C3,
10000641,14.71,C1,
10000642,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000643,19.87,A4,
10000646,12.35,C3,
10000647,20.1,A3,
10000648,15.69,B3,
10000649,8.7,E1,
10000650,14.48,C1,
10000652,14.24,C1,
10000654,10.04,D2,
10000655,12.22,C3,
10000656,5.88,F1,
10000657,9.98,D3,
10000659,19.66,A4,
10000660,14.87,C1,
10000662,5.8,F1,
10000663,4.64,F2,
10000664,13.59,C2,
10000665,11.81,D1,
10000666,12.07,C3,
10000667,12.82,C3,
10000668,15.88,B3,
10000671,20.3,A3,
10000672,14.59,C1,
10000673,11.6,D1,
10000674,14.15,C1,
10000675,15.73,B3,
10000676,14.81,C1,
10000677,19.66,A4,
10000678,8.36,E1,
10000679,18.71,A5,
10000680,12.99,C3,
10000681,11.48,D1,
10000685,15.18,B3,
10000686,18.6,A5,
10000689,12.61,C3,
10000690,10.0,D2,
10000691,15.93,B3,
10000692,10.99,D2,
10000695,20.31,A3,
10000696,18.84,A5,
10000697,13.67,C2,
10000701,11.15,D1,
10000703,11.42,D1,
10000705,16.09,B2,
10001221,19.35,A4,
10001222,3.47,F3,
10001231,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10001238,11.21,D1,
10001240,13.73,C2,
10001241,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10001246,13.56,C2,
10001250,11.4,D1,
10001252,12.85,C3,
10001254,11.67,D1,
10001261,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10001263,16.56,B2,
10001272,12.65,C3,
10001276,14.28,C1,
10001292,15.01,B3,
10001298,9.34,D3,
10001309,10.23,D2,
10001310,13.12,C2,
10001880,11.86,D1,
10001881,14.4,C1,
10001893,12.94,C3,
10001895,9.38,D3,
10001905,5.36,F1,
10001909,19.56,A4,
10001916,4.91,F2,
10001919,9.16,D3,
10001921,15.93,B3,
10001931,12.48,C3,
10001957,11.06,D1,
