Student_ID,Course_Grade_Point,Overall_Grade,Warning
10002662,16.38,B2,
10002663,8.86,E1,
10002664,9.44,D3,
10002665,21.01,A2,
10002667,14.96,C1,
10002668,13.83,C2,
10002671,13.19,C2,
10002672,19.19,A4,
10002673,20.53,A3,
10002677,8.51,E1,
10002678,16.93,B2,
10002680,16.37,B2,
10002686,9.24,D3,
10002690,14.63,C1,
10002691,17.15,B1,
10002692,20.86,A3,
10002697,3.68,F3,
10002698,7.1,E2,
10002699,9.35,D3,
10002701,16.34,B2,
10002703,7.78,E2,
10002704,9.69,D3,
10002705,9.51,D3,
10002706,14.76,C1,
10002708,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002709,18.99,A5,
10002712,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002714,15.05,B3,
10002715,11.8,D1,
10002719,7.33,E2,
10002721,19.17,A4,
10002722,16.18,B2,
10002723,15.06,B3,
10002724,11.38,D1,
10002727,20.08,A3,
10002728,7.15,E2,
