Student_ID,Course_Grade_Point,Overall_Grade,Warning
10002849,16.54,B2,
10002850,15.99,B3,
10002851,11.66,D1,
10002853,5.17,F1,
10002854,14.66,C1,
10002856,13.68,C2,
10002857,10.67,D2,
10002858,14.83,C1,
10002861,3.02,F3,
10002863,5.63,F1,
10002864,6.47,E3,
10002865,19.78,A4,
10002866,2.92,G1,
10002867,13.71,C2,
10002869,12.0,C3,
10002870,14.63,C1,
10002871,6.73,E3,
10002872,11.27,D1,
10002873,11.59,D1,
10002874,15.19,B3,
10002875,11.54,D1,
10002876,16.07,B2,
10002877,14.49,C1,
10002878,12.64,C3,
10002880,20.48,A3,
10002882,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002885,15.79,B3,
10002887,9.5,D3,
10002888,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002891,6.03,E3,
10002892,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002893,15.62,B3,
10002894,15.97,B3,
10002896,15.72,B3,
10002897,11.98,D1,
10002898,14.72,C1,
10002899,9.23,D3,
10002900,10.47,D2,
10002902,9.7,D3,
10002903,2.82,G1,
10002904,13.73,C2,
10002905,14.66,C1,
10002906,17.32,B1,
10002908,15.79,B3,
10002909,12.62,C3,
10002910,13.31,C2,
10002913,14.41,C1,
10002914,21.1,A2,
10002915,19.66,A4,
10002916,14.05,C1,
10002918,7.87,E2,
10002919,9.61,D3,
10002920,17.37,B1,
10002921,11.81,D1,
10002922,15.34,B3,
10002923,10.09,D2,
10002924,18.93,A5,
10002925,12.38,C3,
10002926,13.15,C2,
10002927,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002928,10.88,D2,
10002929,10.86,D2,
10002930,13.35,C2,
10002932,19.7,A4,
10002933,13.6,C2,
10002934,20.94,A3,
10002936,13.82,C2,
10002937,3.45,F3,
10002938,18.46,A5,
10002940,12.11,C3,
10002941,10.94,D2,
10002942,0.63,G2,
10002943,20.24,A3,
10002944,20.79,A3,
10002945,20.82,A3,
10002946,15.33,B3,
10002947,9.87,D3,
10002950,13.67,C2,
10002951,14.46,C1,
10002953,11.0,D1,
10002954,4.58,F2,
10002956,9.83,D3,
10002958,14.53,C1,
10002959,7.18,E2,
10002960,13.09,C2,
10002962,12.63,C3,
10002963,10.62,D2,
10002964,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002965,20.21,A3,
10002967,15.8,B3,
10002970,10.33,D2,
10002971,4.45,F2,
10002972,19.02,A4,
10002974,18.61,A5,
10002975,14.19,C1,
10002976,10.46,D2,
10002977,6.35,E3,
10002978,15.52,B3,
10002979,19.9,A4,
10002981,5.57,F1,
10002982,5.57,F1,
10002983,8.23,E1,
10002984,20.61,A3,
10002985,10.67,D2,
10002988,8.5,E1,
10002989,11.81,D1,
10002991,15.08,B3,
10002992,19.55,A4,
10002993,13.12,C2,
10002997,7.13,E2,
10002998,12.45,C3,
10002999,10.13,D2,
10003000,19.68,A4,
10003001,6.61,E3,
10003002,11.83,D1,
10003005,21.44,A2,
10003007,11.82,D1,
10003008,12.8,C3,
10003009,11.4,D1,
10003011,17.67,B1,
10003013,18.41,A5,
10003014,15.12,B3,
10003015,6.54,E3,
10003016,15.06,B3,
10003017,15.36,B3,
10003018,1.28,G1,
10003019,13.78,C2,
10003020,10.54,D2,
10003022,18.22,A5,
10003023,10.83,D2,
10003026,20.99,A3,
10003027,14.64,C1,
10003028,8.59,E1,
10003031,14.34,C1,
10003032,20.28,A3,
10003034,15.28,B3,
10003035,16.05,B2,
10003037,20.19,A3,
10003038,14.56,C1,
10003039,16.23,B2,
10003041,15.43,B3,
10003042,19.7,A4,
10003043,14.79,C1,
10003044,19.2,A4,
10003045,9.07,D3,
10003048,16.68,B2,
10003049,14.61,C1,
10003050,19.71,A4,
10003051,5.71,F1,
10003052,9.8,D3,
10003053,4.12,F2,
10003054,9.65,D3,
10003055,14.48,C1,
10003056,14.52,C1,
10003058,14.96,C1,
10003059,17.27,B1,
10003060,19.72,A4,
10003062,16.31,B2,
10003063,15.96,B3,
10003064,19.28,A4,
10003066,14.97,C1,
10003067,12.2,C3,
10003070,21.15,A2,
10003074,10.09,D2,
10003075,12.25,C3,
10003076,15.7,B3,
10003077,13.56,C2,
10003078,10.37,D2,
10003079,4.28,F2,
10003081,19.41,A4,
10003083,5.95,F1,
10003084,14.9,C1,
10003085,15.36,B3,
10003086,4.39,F2,
10003087,7.18,E2,
10003088,15.36,B3,
10003089,10.61,D2,
10003090,13.37,C2,
10003091,12.77,C3,
10003094,12.75,C3,
10003097,11.55,D1,
10003100,11.35,D1,
10003103,14.26,C1,
10003104,12.0,C3,
10003105,15.49,B3,
10003107,11.49,D1,
10003108,9.9,D3,
10003110,16.6,B2,
10003111,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10003112,9.71,D3,
10003116,10.37,D2,
10003117,21.14,A2,
10003121,11.01,D1,
10003122,3.35,F3,
10003123,13.5,C2,
10003124,11.59,D1,
10003125,9.58,D3,
10003126,15.82,B3,
10003128,10.98,D2,
10003129,13.2,C2,
10003130,18.31,A5,
10003131,9.51,D3,
10003132,12.1,C3,
10003133,16.05,B2,
10003135,20.05,A3,
10003136,7.49,E2,
10003138,17.91,B1,
10003140,11.42,D1,
10003141,16.04,B2,
10003143,16.09,B2,
10003146,11.45,D1,
10003147,9.29,D3,
10003148,14.68,C1,
10003149,15.25,B3,
10003151,9.89,D3,
10003153,14.98,C1,
10003154,20.91,A3,
10003155,19.0,A4,
10003157,9.04,D3,
10003158,20.03,A3,
10003159,6.11,E3,
10003160,20.18,A3,
10003161,14.21,C1,
10003162,14.52,C1,
10003163,14.2,C1,
10003165,17.5,B1,
10003167,12.72,C3,
10003169,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10003171,20.85,A3,
10003173,12.14,C3,
10003174,12.38,C3,
10003176,3.08,F3,
10003177,13.7,C2,
10003179,15.5,B3,
10003180,11.79,D1,
10003182,17.62,B1,
10003184,15.46,B3,
10003185,8.84,E1,
10003186,16.46,B2,
10003188,11.36,D1,
10003191,16.59,B2,
10003192,9.95,D3,
10003194,13.5,C2,
10003195,11.51,D1,
10003198,3.83,F3,
10003199,16.23,B2,
10003200,15.82,B3,
10003202,13.32,C2,
10003203,6.59,E3,
10003204,10.6,D2,
10003205,14.13,C1,
10003207,10.54,D2,
10003208,10.79,D2,
10003209,14.7,C1,
10003210,10.74,D2,
10003212,10.08,D2,
10003213,NP,NP,NO PAPER - FOLLOW UP REQUIRED
