Student_ID,Course_Grade_Point,Overall_Grade,Warning
10000116,5.5,F1,
10000123,20.69,A3,
10000125,11.84,D1,
10000126,15.73,B3,
10000128,17.28,B1,
10000133,20.73,A3,
10000139,19.51,A4,
10000143,8.33,E1,
10000150,11.4,D1,
10000152,13.48,C2,
10000167,18.83,A5,
10000169,19.29,A4,
10000182,15.81,B3,
10000187,21.14,A2,
10000205,14.98,C1,
10000208,15.13,B3,
10000230,18.57,A5,
10000231,3.2,F3,
10000238,14.27,C1,
10000248,5.1,F1,
10000255,13.99,C2,
10000261,17.23,B1,
10000273,15.78,B3,
10000274,10.64,D2,
10000288,7.91,E2,
10000303,11.31,D1,
10000304,15.23,B3,
10000307,18.56,A5,
10000314,16.65,B2,
10000332,3.85,F3,
10000336,11.16,D1,
10000337,20.3,A3,
10000362,6.19,E3,
10000368,7.42,E2,
10000379,5.4,F1,
10000384,11.84,D1,
10000396,8.64,E1,
10000401,19.16,A4,
10000402,7.39,E2,
10000410,15.08,B3,
10000412,12.85,C3,
10000416,15.31,B3,
10000417,14.58,C1,
10000426,10.37,D2,
10000433,15.24,B3,
10000452,19.93,A4,
10000455,12.52,C3,
10000466,8.37,E1,
10000001,10.85,D2,
10000002,21.22,A2,
10000003,16.19,B2,
10000004,13.63,C2,
10000005,8.52,E1,
10000007,6.12,E3,
10000009,14.99,C1,
10000010,19.9,A4,
10000012,11.07,D1,
10000013,18.37,A5,
10000015,12.96,C3,
10000016,11.4,D1,
10000017,13.7,C2,
10000020,19.34,A4,
10000021,11.17,D1,
10000024,13.39,C2,
10000026,13.96,C2,
10000027,19.28,A4,
10000028,19.63,A4,
10000029,12.95,C3,
10000030,10.14,D2,
10000031,9.54,D3,
10000032,10.69,D2,
10000033,8.75,E1,
10000034,4.64,F2,
10000035,13.2,C2,
10000036,12.14,C3,
10000037,9.12,D3,
10000038,9.07,D3,
10000039,4.36,F2,
10000041,10.5,D2,
10000043,12.6,C3,
10000044,13.61,C2,
10000045,18.5,A5,
10000046,16.07,B2,
10000048,13.55,C2,
10000049,10.16,D2,
10000050,13.68,C2,
10000051,13.27,C2,
10000052,12.95,C3,
10000053,14.83,C1,
10000054,4.74,F2,
10000055,11.28,D1,
10000056,12.14,C3,
10000057,16.55,B2,
10000058,12.11,C3,
10000059,14.7,C1,
10000060,14.84,C1,
10000061,9.62,D3,
10000062,9.84,D3,
10000064,10.21,D2,
10000065,12.87,C3,
10000066,10.28,D2,
10000067,13.08,C2,
10000068,21.61,A2,
10000069,16.93,B2,
10000072,5.53,F1,
10000073,6.49,E3,
10000074,12.93,C3,
10000075,11.27,D1,
10000078,15.37,B3,
10000079,15.42,B3,
10000080,14.82,C1,
