Student_ID,Course_Grade_Point,Overall_Grade,Warning
10002052,11.4,D1,
10002053,10.81,D2,
10002054,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002056,15.48,B3,
10002059,16.6,B2,
10002060,15.07,B3,
10002061,8.7,E1,
10002062,15.98,B3,
10002063,16.19,B2,
10002064,13.76,C2,
10002065,6.0,E3,
10002066,12.72,C3,
10002068,14.62,C1,
10002069,20.77,A3,
10002071,12.8,C3,
10002073,14.87,C1,
10002074,19.79,A4,
10002076,13.77,C2,
10002077,15.64,B3,
10002079,19.72,A4,
10002080,8.93,E1,
10002081,4.07,F2,
10002083,14.17,C1,
10002085,10.83,D2,
10002086,10.5,D2,
10002087,11.0,D1,
10002088,20.97,A3,
10002089,15.49,B3,
10002091,11.94,D1,
10002093,9.06,D3,
10002094,14.58,C1,
10002095,11.57,D1,
10002096,8.12,E1,
10002098,19.89,A4,
10002099,14.92,C1,
10002100,4.72,F2,
10002101,12.43,C3,
10002102,11.23,D1,
10002104,9.87,D3,
10002105,19.7,A4,
10002106,3.97,F3,
10002107,10.07,D2,
10002108,15.06,B3,
10002109,11.01,D1,
10002110,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002111,7.35,E2,
10002112,10.9,D2,
10002113,8.43,E1,
10002114,13.9,C2,
10002116,16.06,B2,
10002117,11.33,D1,
10002119,20.27,A3,
10002120,16.6,B2,
10002121,15.04,B3,
10002124,14.36,C1,
10002125,7.14,E2,
10002126,7.95,E2,
10002128,12.32,C3,
10002129,11.09,D1,
10002130,11.01,D1,
10002131,19.77,A4,
10002133,13.2,C2,
10002134,10.32,D2,
10002135,13.8,C2,
10002138,8.63,E1,
10002139,10.17,D2,
10002142,11.06,D1,
10002143,9.72,D3,
10002144,20.02,A3,
10002145,18.75,A5,
10002148,12.92,C3,
10002149,9.85,D3,
10002150,14.0,C1,
10002151,10.49,D2,
10002152,16.43,B2,
10002153,12.29,C3,
10002154,13.2,C2,
10002156,14.56,C1,
