Student_ID,Course_Grade_Point,Overall_Grade,Warning
10002051,9.64,D3,
10002057,18.95,A5,
10002070,9.06,D3,
10002072,5.46,F1,
10002078,17.57,B1,
10002082,4.34,F2,
10002090,20.4,A3,
10002122,16.25,B2,
10002123,12.14,C3,
10002127,10.86,D2,
10002136,4.53,F2,
10002141,7.65,E2,
10002146,10.99,D2,
10002155,7.26,E2,
10002158,14.25,C1,
10002159,17.02,B1,
10001431,17.55,B1,
10001433,20.28,A3,
10001443,14.6,C1,
10001461,13.02,C2,
10001479,13.18,C2,
10001481,19.65,A4,
10001487,20.06,A3,
10001503,15.82,B3,
10001508,15.38,B3,
10001514,13.36,C2,
10001520,14.41,C1,
10001527,8.21,E1,
10001535,11.01,D1,
