Student_ID,Course_Grade_Point,Overall_Grade,Warning
10001882,6.198499999999999,E3,
10001888,2.76,G1,
10001898,2.9669999999999996,G1,
10001902,7.187499999999999,E2,
10001913,6.4515,E3,
10001925,10.304,D2,
10001942,7.532499999999999,E2,
10001954,3.7144999999999997,F3,
10001956,13.408999999999999,C2,
10001963,4.484999999999999,F2,
10001989,5.9225,F1,
10001990,14.26,C1,
10001992,14.2485,C1,
10001994,8.1535,E1,
10002004,6.4975,E3,
10002006,6.5895,E3,
10002009,4.956499999999999,F2,
10002012,13.408999999999999,C2,
10002014,10.741,D2,
10002030,8.958499999999999,E1,
10002049,5.278499999999999,F1,
