Student_ID,Course_Grade_Point,Overall_Grade,Warning
10002058,15.513499999999999,B3,
10002067,5.313,F1,
10002075,11.350499999999998,D1,
10002084,6.1754999999999995,E3,
10002115,4.7725,F2,
10001426,11.327499999999999,D1,
10001438,8.8895,E1,
10001452,10.8905,D2,
10001453,5.0255,F1,
10001454,13.202,C2,
10001455,6.485999999999999,E3,
10001469,5.6925,F1,
10001474,13.075499999999998,C2,
10001500,10.4995,D2,
10001526,14.409499999999998,C1,
10001531,7.6705,E2,
10001546,7.589999999999999,E2,
10001548,10.7065,D2,
