Student_ID,Course_Grade_Point,Overall_Grade,Warning
10000001,8.67,E1,
10000002,20.07,A3,
10000003,16.39,B2,
10000004,16.81,B2,
10000005,13.0,C2,
10000007,10.14,D2,
10000009,14.45,C1,
10000010,20.81,A3,
10000012,11.76,D1,
10000013,19.79,A4,
10000015,10.77,D2,
10000016,12.67,C3,
10000017,15.27,B3,
10000020,19.19,A4,
10000021,13.07,C2,
10000024,14.65,C1,
10000026,16.41,B2,
10000027,20.61,A3,
10000028,20.85,A3,
10000029,11.05,D1,
10000030,11.02,D1,
10000031,13.3,C2,
10000032,12.09,C3,
10000033,7.59,E2,
10000034,2.77,G1,
10000035,15.23,B3,
10000036,11.32,D1,
10000037,11.83,D1,
10000038,8.97,E1,
10000039,7.74,E2,
10000041,11.98,D1,
10000043,15.15,B3,
10000044,14.05,C1,
10000045,20.26,A3,
10000046,13.94,C2,
10000048,13.97,C2,
10000049,8.34,E1,
10000050,14.8,C1,
10000051,16.37,B2,
10000052,15.53,B3,
10000053,16.52,B2,
10000054,7.02,E2,
10000055,8.02,E1,
10000056,10.52,D2,
10000057,13.49,C2,
10000058,11.46,D1,
10000059,16.89,B2,
10000060,15.79,B3,
10000061,4.93,F2,
10000062,12.66,C3,
10000064,10.54,D2,
10000065,10.81,D2,
10000066,11.96,D1,
10000067,16.99,B2,
10000068,20.38,A3,
10000069,15.25,B3,
10000072,6.89,E3,
10000073,7.88,E2,
10000074,14.83,C1,
10000075,12.75,C3,
10000078,15.5,B3,
10000079,13.64,C2,
10000080,13.99,C2,
