Student_ID,Course_Grade_Point,Overall_Grade,Warning
10000001,11.61,D1,
10000002,20.26,A3,
10000003,13.34,C2,
10000004,14.82,C1,
10000005,10.95,D2,
10000007,9.41,D3,
10000009,14.79,C1,
10000010,21.36,A2,
10000012,10.85,D2,
10000013,18.91,A5,
10000015,12.42,C3,
10000016,9.45,D3,
10000017,14.75,C1,
10000020,20.48,A3,
10000021,9.77,D3,
10000024,15.17,B3,
10000026,15.28,B3,
10000027,19.45,A4,
10000028,19.15,A4,
10000029,13.7,C2,
10000030,11.44,D1,
10000031,12.5,C3,
10000032,11.94,D1,
10000033,8.67,E1,
10000034,10.33,D2,
10000035,14.53,C1,
10000036,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000037,9.07,D3,
10000038,10.49,D2,
10000039,1.97,G1,
10000041,9.93,D3,
10000043,15.27,B3,
10000044,14.81,C1,
10000045,19.81,A4,
10000046,14.19,C1,
10000048,14.18,C1,
10000049,10.12,D2,
10000050,14.78,C1,
10000051,13.94,C2,
10000052,14.95,C1,
10000053,15.36,B3,
10000054,8.42,E1,
10000055,10.22,D2,
10000056,13.24,C2,
10000057,16.74,B2,
10000058,9.58,D3,
10000059,15.08,B3,
10000060,15.37,B3,
10000061,7.55,E2,
10000062,10.3,D2,
10000064,13.43,C2,
10000065,10.23,D2,
10000066,12.6,C3,
10000067,12.98,C3,
10000068,20.7,A3,
10000069,15.42,B3,
10000072,4.93,F2,
10000073,7.93,E2,
10000074,14.97,C1,
10000075,13.08,C2,
10000078,12.82,C3,
10000079,14.86,C1,
10000080,13.91,C2,
