Student_ID,Course_Grade_Point,Overall_Grade,Warning
10000625,11.177999999999999,D1,
10000628,9.027499999999998,D3,
10000656,6.7505,E3,
10000662,7.969499999999999,E2,
10000663,6.1754999999999995,E3,
10000673,13.155999999999999,C2,
10000692,10.327,D2,
10000701,13.075499999999998,C2,
10000724,2.7944999999999998,G1,
10000732,9.6945,D3,
10000745,4.646,F2,
10000751,5.669499999999999,F1,
10000773,9.706,D3,
10000777,8.739999999999998,E1,
10000781,9.245999999999999,D3,
10000808,6.877,E3,
10000818,8.049999999999999,E1,
10000819,13.11,C2,
10000822,6.773499999999999,E3,
10000824,1.9204999999999999,G1,
10000840,7.9464999999999995,E2,
10000850,7.452,E2,
10000855,2.001,G1,
10000871,9.8555,D3,
10000875,7.256499999999999,E2,
10000877,10.3845,D2,
10000879,3.6914999999999996,F3,
10000890,0.8164999999999999,G2,
10000899,3.5534999999999997,F3,
10000902,6.739,E3,
10000919,11.661,D1,
10000923,4.8759999999999994,F2,
10000947,8.7975,E1,
10000954,4.4045,F2,
10000955,11.902499999999998,D1,
10000964,5.52,F1,
10000968,7.9464999999999995,E2,
10000975,7.244999999999999,E2,
10000981,7.049499999999999,E2,
10001002,8.625,E1,
10001007,4.6345,F2,
10001008,7.9925,E2,
10001021,4.944999999999999,F2,
10001023,8.176499999999999,E1,
10001028,2.2769999999999997,G1,
10001033,4.760999999999999,F2,
10001038,8.234,E1,
