Academic_Year,Student_ID,Course_Code,Credits,Semester
2021/22,10001880,B3001,15,Sem1
2021/22,10001880,B3002,15,Sem1
2021/22,10001880,B3009,15,Sem1
2021/22,10001880,B3010,15,Sem1
2021/22,10001880,B3507,15,Sem2
2021/22,10001880,B3508,30,Sem2
2021/22,10001880,B3511,15,Sem2
2021/22,10001880,B3512,15,Sem2
2021/22,10001881,B3001,15,Sem1
2021/22,10001881,B3002,15,Sem1
2021/22,10001881,B3009,15,Sem1
2021/22,10001881,B3010,15,Sem1
2021/22,10001881,B3507,15,Sem2
2021/22,10001881,B3508,30,Sem2
2021/22,10001881,B3511,15,Sem2
2021/22,10001881,B3512,15,Sem2
2021/22,10001882,GS1001,15,Sem1
2021/22,10001882,GS1002,15,Sem1
2021/22,10001882,B1003,15,Sem1
2021/22,10001882,B1004,15,Sem1
2021/22,10001882,B1501,15,Sem2
2021/22,10001882,B1502,15,Sem2
2021/22,10001882,B1503,15,Sem2
2021/22,10001882,B1504,15,Sem2
2021/22,10001883,GS1001,15,Sem1
2021/22,10001883,GS1002,15,Sem1
2021/22,10001883,B1003,15,Sem1
2021/22,10001883,B1004,15,Sem1
2021/22,10001883,B1501,15,Sem2
2021/22,10001883,B1502,15,Sem2
2021/22,10001883,B1503,15,Sem2
2021/22,10001883,B1504,15,Sem2
2021/22,10001884,GS1001,15,Sem1
2021/22,10001884,GS1002,15,Sem1
2021/22,10001884,B1003,15,Sem1
2021/22,10001884,B1004,15,Sem1
2021/22,10001884,B1501,15,Sem2
2021/22,10001884,B1502,15,Sem2
2021/22,10001884,B1503,15,Sem2
2021/22,10001884,B1504,15,Sem2
2021/22,10001885,GS1001,15,Sem1
2021/22,10001885,GS1002,15,Sem1
2021/22,10001885,B1003,15,Sem1
2021/22,10001885,B1004,15,Sem1
2021/22,10001885,B1501,15,Sem2
2021/22,10001885,B1502,15,Sem2
2021/22,10001885,B1503,15,Sem2
2021/22,10001885,B1504,15,Sem2
2021/22,10001886,GS1001,15,Sem1
2021/22,10001886,GS1002,15,Sem1
2021/22,10001886,B1003,15,Sem1
2021/22,10001886,B1004,15,Sem1
2021/22,10001886,B1501,15,Sem2
2021/22,10001886,B1502,15,Sem2
2021/22,10001886,B1503,15,Sem2
2021/22,10001886,B1504,15,Sem2
2021/22,10001887,GS1001,15,Sem1
2021/22,10001887,GS1002,15,Sem1
2021/22,10001887,B1003,15,Sem1
2021/22,10001887,B1004,15,Sem1
2021/22,10001887,B1501,15,Sem2
2021/22,10001887,B1502,15,Sem2
2021/22,10001887,B1503,15,Sem2
2021/22,10001887,B1504,15,Sem2
2021/22,10001888,GS1001,15,Sem1
2021/22,10001888,GS1002,15,Sem1
2021/22,10001888,B1003,15,Sem1
2021/22,10001888,B1004,15,Sem1
2021/22,10001888,B1501,15,Sem2
