Student_ID,Course_Grade_Point,Overall_Grade,Warning
10003506,16.44,B2,
10003512,5.46,F1,
10003516,14.31,C1,
10003527,9.05,D3,
10003543,11.21,D1,
10003544,19.39,A4,
10003549,15.57,B3,
10003550,15.45,B3,
10003558,1.25,G1,
10003642,6.76,E3,
10003647,19.89,A4,
10003652,16.26,B2,
10003654,9.42,D3,
10003655,15.76,B3,
10003656,14.59,C1,
10003664,13.68,C2,
10003667,12.83,C3,
10003674,16.47,B2,
10003013,20.06,A3,
10003014,13.43,C2,
10003015,9.56,D3,
10003016,16.71,B2,
10003017,15.9,B3,
10003018,5.78,F1,
10003019,12.47,C3,
10003020,8.41,E1,
10003022,21.0,A2,
10003023,8.51,E1,
10003026,19.76,A4,
10003027,15.54,B3,
10003028,8.78,E1,
10003031,17.0,B1,
10003032,20.16,A3,
10003034,14.35,C1,
10003035,15.05,B3,
10003037,18.86,A5,
10003038,15.45,B3,
10003039,15.34,B3,
10003041,14.02,C1,
10003042,21.04,A2,
10003043,12.6,C3,
10003044,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10003045,10.2,D2,
10003048,14.6,C1,
10003049,13.71,C2,
10003050,19.99,A4,
10003051,7.93,E2,
10003052,3.78,F3,
10003053,5.58,F1,
10003054,9.23,D3,
10003055,15.98,B3,
10003056,13.67,C2,
10003058,15.45,B3,
10003059,15.28,B3,
10003060,20.6,A3,
10003062,17.15,B1,
10003063,14.74,C1,
10003064,19.19,A4,
10003066,15.03,B3,
10003067,12.91,C3,
10003070,20.93,A3,
10003074,8.89,E1,
10003075,9.31,D3,
10003076,15.02,B3,
10003165,15.09,B3,
10003167,11.75,D1,
10003169,15.55,B3,
10003171,19.39,A4,
10003173,12.59,C3,
10003174,8.13,E1,
10003176,2.84,G1,
10003177,14.19,C1,
10003179,13.83,C2,
10003180,13.75,C2,
10003182,13.34,C2,
10003184,15.58,B3,
10003185,12.93,C3,
10003186,13.8,C2,
10003188,13.17,C2,
10003191,14.93,C1,
10003192,12.01,C3,
10003194,8.87,E1,
10003195,10.67,D2,
10003198,6.73,E3,
10003199,13.53,C2,
10003200,16.33,B2,
10003202,15.09,B3,
10003203,4.25,F2,
10003204,10.77,D2,
10003205,9.82,D3,
10003207,9.61,D3,
10003208,13.52,C2,
10003209,16.16,B2,
10003210,11.43,D1,
10003212,10.43,D2,
10003213,11.1,D1,
