Student_ID,Course_Grade_Point,Overall_Grade,Warning
10003504,19.05,A4,
10003505,14.53,C1,
10003507,6.98,E3,
10003508,14.04,C1,
10003510,13.78,C2,
10003511,14.01,C1,
10003513,14.02,C1,
10003514,15.18,B3,
10003515,14.95,C1,
10003517,15.76,B3,
10003518,10.96,D2,
10003519,11.37,D1,
10003520,19.29,A4,
10003522,19.1,A4,
10003523,16.84,B2,
10003528,9.93,D3,
10003529,15.19,B3,
10003530,20.94,A3,
10003531,20.37,A3,
10003532,15.93,B3,
10003533,11.7,D1,
10003534,18.29,A5,
10003535,12.38,C3,
10003536,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10003537,18.16,A5,
10003540,20.96,A3,
10003541,2.98,G1,
10003542,20.12,A3,
10003545,11.17,D1,
10003546,14.34,C1,
10003547,13.49,C2,
10003548,11.18,D1,
10003551,8.07,E1,
10003552,3.87,F3,
10003553,20.21,A3,
10003554,21.11,A2,
10003555,10.71,D2,
10003556,12.27,C3,
10003557,12.72,C3,
10003559,15.57,B3,
10003560,20.81,A3,
10003561,15.37,B3,
10003643,8.73,E1,
10003644,20.05,A3,
10003645,9.38,D3,
10003646,16.96,B2,
10003648,12.1,C3,
10003650,20.1,A3,
10003651,14.69,C1,
10003653,15.95,B3,
10003657,18.78,A5,
10003658,12.15,C3,
10003659,14.07,C1,
10003660,15.79,B3,
10003662,20.56,A3,
10003663,3.24,F3,
10003665,15.54,B3,
10003666,14.93,C1,
10003668,7.05,E2,
10003670,11.65,D1,
10003671,8.32,E1,
10003672,11.89,D1,
10003673,14.82,C1,
10003675,13.1,C2,
10003677,14.68,C1,
10003678,18.92,A5,
10003679,14.97,C1,
10003680,10.35,D2,
10003681,6.48,E3,
10003682,15.71,B3,
10003684,6.56,E3,
