Student_ID,Course_Grade_Point,Overall_Grade,Warning
10003506,14.93,C1,
10003512,6.61,E3,
10003516,13.58,C2,
10003527,10.81,D2,
10003543,12.06,C3,
10003544,20.04,A3,
10003549,16.76,B2,
10003550,14.75,C1,
10003558,3.17,F3,
10003642,11.09,D1,
10003647,21.0,A2,
10003652,14.05,C1,
10003654,12.55,C3,
10003655,16.7,B2,
10003656,13.48,C2,
10003664,15.43,B3,
10003667,15.09,B3,
10003674,14.71,C1,
10003013,19.56,A4,
10003014,14.05,C1,
10003015,4.94,F2,
10003016,15.78,B3,
10003017,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10003018,11.28,D1,
10003019,14.49,C1,
10003020,11.91,D1,
10003022,20.15,A3,
10003023,12.21,C3,
10003026,21.67,A2,
10003027,14.0,C1,
10003028,9.63,D3,
10003031,16.31,B2,
10003032,20.16,A3,
10003034,13.06,C2,
10003035,14.63,C1,
10003037,20.16,A3,
10003038,16.35,B2,
10003039,17.29,B1,
10003041,15.93,B3,
10003042,18.37,A5,
10003043,16.46,B2,
10003044,20.01,A3,
10003045,9.4,D3,
10003048,13.45,C2,
10003049,13.51,C2,
10003050,20.78,A3,
10003051,9.84,D3,
10003052,7.64,E2,
10003053,2.93,G1,
10003054,10.64,D2,
10003055,15.56,B3,
10003056,14.2,C1,
10003058,14.37,C1,
10003059,17.01,B1,
10003060,20.0,A3,
10003062,13.52,C2,
10003063,16.14,B2,
10003064,19.87,A4,
10003066,14.58,C1,
10003067,10.45,D2,
10003070,18.74,A5,
10003074,12.11,C3,
10003075,10.36,D2,
10003076,16.39,B2,
10003165,13.21,C2,
10003167,10.12,D2,
10003169,13.09,C2,
10003171,20.58,A3,
10003173,9.43,D3,
10003174,8.75,E1,
10003176,10.72,D2,
10003177,13.35,C2,
10003179,13.33,C2,
10003180,10.66,D2,
10003182,14.51,C1,
10003184,14.25,C1,
10003185,10.37,D2,
10003186,15.72,B3,
10003188,13.36,C2,
10003191,12.34,C3,
10003192,11.8,D1,
10003194,8.02,E1,
10003195,8.58,E1,
10003198,6.91,E3,
10003199,16.45,B2,
10003200,17.24,B1,
10003202,16.52,B2,
10003203,3.3,F3,
10003204,11.62,D1,
10003205,11.21,D1,
10003207,12.1,C3,
10003208,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10003209,14.21,C1,
10003210,13.06,C2,
10003212,10.26,D2,
10003213,10.51,D2,
