Student_ID,Course_Grade_Point,Overall_Grade,Warning
10001219,9.99,D3,
10001220,13.98,C2,
10001223,11.98,D1,
10001224,14.97,C1,
10001225,5.28,F1,
10001226,18.99,A5,
10001227,14.45,C1,
10001228,16.52,B2,
10001229,14.34,C1,
10001230,19.98,A4,
10001232,10.29,D2,
10001233,9.38,D3,
10001234,14.71,C1,
10001235,17.05,B1,
10001236,13.37,C2,
10001237,8.82,E1,
10001239,14.29,C1,
10001242,14.1,C1,
10001243,15.37,B3,
10001244,15.12,B3,
10001245,14.22,C1,
10001248,6.1,E3,
10001249,15.2,B3,
10001251,13.62,C2,
10001253,12.07,C3,
10001255,12.92,C3,
10001256,19.65,A4,
10001258,15.24,B3,
10001259,5.5,F1,
10001260,14.51,C1,
10001262,9.75,D3,
10001264,9.78,D3,
10001265,9.23,D3,
10001266,11.8,D1,
10001267,10.49,D2,
10001269,12.43,C3,
10001270,10.72,D2,
10001271,9.3,D3,
10001273,15.16,B3,
10001275,14.19,C1,
10001277,18.83,A5,
10001278,15.53,B3,
10001280,14.65,C1,
10001281,18.99,A5,
10001282,8.18,E1,
10001283,3.29,F3,
10001285,5.72,F1,
10001286,13.21,C2,
10001287,13.34,C2,
10001288,10.28,D2,
10001289,15.41,B3,
10001293,19.91,A4,
10001294,4.31,F2,
10001295,18.92,A5,
10001296,2.39,G1,
10001297,8.63,E1,
10001299,0.46,G3,
10001300,7.89,E2,
10001301,11.46,D1,
10001305,11.49,D1,
10001306,12.95,C3,
10001308,10.69,D2,
10001311,7.64,E2,
10001313,16.87,B2,
10001316,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10001317,1.12,G1,
10001319,18.83,A5,
10001320,11.74,D1,
10001321,6.21,E3,
10001322,15.24,B3,
10001323,15.69,B3,
10001324,20.0,A3,
10001326,15.47,B3,
10001327,14.0,C1,
10001328,19.72,A4,
10001329,8.39,E1,
10001330,20.44,A3,
10001332,8.59,E1,
10001333,12.43,C3,
10001337,13.4,C2,
10001339,19.73,A4,
10001340,15.35,B3,
10001341,14.98,C1,
10001342,3.1,F3,
10001344,15.19,B3,
10001345,16.11,B2,
10001346,5.62,F1,
10001348,19.59,A4,
10001349,8.73,E1,
10001351,2.76,G1,
10001352,16.41,B2,
10001353,16.52,B2,
10001356,14.37,C1,
10001357,15.62,B3,
10001358,12.66,C3,
10001359,9.7,D3,
10001361,20.7,A3,
10001363,14.68,C1,
10001365,11.36,D1,
10001366,21.45,A2,
10001367,10.41,D2,
10001368,14.16,C1,
10001371,12.58,C3,
10001372,20.29,A3,
10001373,9.0,D3,
10001374,20.78,A3,
10001375,10.19,D2,
10001376,19.41,A4,
10001378,13.86,C2,
10001381,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10001382,19.55,A4,
10001383,12.48,C3,
10001384,15.02,B3,
10001386,15.74,B3,
10001387,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10001390,11.15,D1,
10001391,16.32,B2,
10001392,12.18,C3,
10001393,14.49,C1,
10001395,8.5,E1,
10001396,3.48,F3,
10001399,0.89,G2,
10001400,11.6,D1,
10001401,14.81,C1,
10001402,2.37,G1,
10001405,17.17,B1,
10001406,10.98,D2,
10001407,14.92,C1,
10001408,2.77,G1,
10001413,15.14,B3,
10001414,10.18,D2,
10001415,11.09,D1,
10001416,14.0,C1,
10001417,6.83,E3,
10001418,13.51,C2,
10001419,14.49,C1,
10001422,10.51,D2,
10001423,8.99,E1,
10001424,14.15,C1,
10001426,11.53,D1,
10001427,15.33,B3,
10001428,13.9,C2,
10001429,14.62,C1,
10001430,14.85,C1,
10001432,14.86,C1,
10001434,15.65,B3,
10001435,11.02,D1,
10001437,17.02,B1,
10001438,3.9,F3,
10001439,20.57,A3,
10001440,10.73,D2,
10001441,20.48,A3,
10001444,10.0,D2,
10001445,9.6,D3,
10001446,10.75,D2,
10001447,11.03,D1,
10001448,14.47,C1,
10001449,20.11,A3,
10001450,16.87,B2,
10001451,12.44,C3,
10001452,12.5,C3,
10001453,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10001454,10.13,D2,
10001455,3.2,F3,
10001456,12.06,C3,
10001457,14.92,C1,
10001458,9.4,D3,
10001459,16.56,B2,
10001460,10.9,D2,
10001462,19.33,A4,
10001463,12.55,C3,
10001464,15.48,B3,
10001466,9.34,D3,
10001467,11.24,D1,
10001468,9.73,D3,
