Student_ID,Course_Grade_Point,Overall_Grade,Warning
10000001,14.41,C1,
10000002,20.6,A3,
10000003,17.07,B1,
10000004,13.68,C2,
10000005,13.46,C2,
10000007,3.71,F3,
10000009,15.8,B3,
10000010,20.59,A3,
10000012,9.04,D3,
10000013,20.24,A3,
10000015,10.65,D2,
10000016,11.36,D1,
10000017,14.81,C1,
10000116,8.16,E1,
10000123,19.27,A4,
10000125,10.29,D2,
10000126,16.81,B2,
10000128,13.15,C2,
10000133,20.34,A3,
10000139,20.32,A3,
10000143,5.38,F1,
10000150,11.54,D1,
10000152,12.79,C3,
10000167,19.88,A4,
10000169,20.44,A3,
10000182,13.9,C2,
10000622,6.41,E3,
10000630,12.73,C3,
10000633,13.76,C2,
10000637,16.85,B2,
10000644,13.32,C2,
10000670,15.66,B3,
10000683,11.33,D1,
10000698,1.74,G1,
10000700,13.54,C2,
