Student_ID,Course_Grade_Point,Overall_Grade,Warning
10001315,5.92,F1,
10001318,15.67,B3,
10001325,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10001335,16.0,B2,
10001336,9.2,D3,
10001350,10.5,D2,
10001354,15.95,B3,
10001360,8.45,E1,
10001362,12.64,C3,
10001364,19.91,A4,
10001369,13.12,C2,
10001377,18.67,A5,
10001388,11.87,D1,
10001389,9.97,D3,
10001403,19.85,A4,
10001410,18.52,A5,
10001411,9.3,D3,
10001421,21.43,A2,
10000185,12.29,C3,
10000186,13.4,C2,
10000188,14.68,C1,
10000189,13.1,C2,
10000190,11.36,D1,
10000191,15.53,B3,
10000192,16.13,B2,
10000193,20.34,A3,
10000194,9.68,D3,
10000195,16.36,B2,
10000196,4.64,F2,
10000197,7.15,E2,
10000198,20.47,A3,
10000199,16.02,B2,
10000200,10.8,D2,
10000201,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000202,21.12,A2,
10000203,3.28,F3,
10000204,11.62,D1,
10000206,11.53,D1,
10000207,12.2,C3,
10000209,20.2,A3,
10000210,16.38,B2,
10000211,14.54,C1,
10000212,17.81,B1,
10000213,8.55,E1,
10000214,14.1,C1,
10000215,9.14,D3,
10000216,20.0,A3,
10000217,14.65,C1,
10000218,17.44,B1,
10000219,6.72,E3,
10000221,13.85,C2,
10000222,15.45,B3,
10000223,15.09,B3,
10000224,15.13,B3,
10000226,5.96,F1,
10000227,15.9,B3,
10000228,4.86,F2,
10000229,11.54,D1,
10000232,12.12,C3,
10000233,5.73,F1,
10000236,12.59,C3,
10000237,14.16,C1,
10000239,14.04,C1,
10000240,20.41,A3,
10000241,14.92,C1,
10000242,5.33,F1,
10000243,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000244,10.81,D2,
10000245,15.29,B3,
10000246,16.36,B2,
10000247,5.61,F1,
10000249,11.77,D1,
10000250,9.2,D3,
10000251,15.76,B3,
10000252,17.62,B1,
10000253,4.62,F2,
10000254,9.96,D3,
10000256,9.55,D3,
10000257,20.32,A3,
10000258,9.52,D3,
10000259,10.57,D2,
10000260,5.9,F1,
10000262,5.58,F1,
10000263,21.31,A2,
10000264,16.12,B2,
10000265,11.55,D1,
10000266,8.81,E1,
10000267,15.59,B3,
10000268,18.42,A5,
10000269,5.7,F1,
10000270,14.85,C1,
10000271,11.31,D1,
10000275,10.38,D2,
10000276,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000277,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000278,9.78,D3,
10000279,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000280,16.39,B2,
10000281,9.72,D3,
