Student_ID,Course_Grade_Point,Overall_Grade,Warning
10001247,13.55,C2,
10001257,10.16,D2,
10001268,9.02,D3,
10001274,14.14,C1,
10001279,8.92,E1,
10001284,11.02,D1,
10001290,10.53,D2,
10001291,10.84,D2,
10001302,15.12,B3,
10001303,14.88,C1,
10001304,19.03,A4,
10001307,11.04,D1,
10001312,19.72,A4,
10000113,12.79,C3,
10000114,14.9,C1,
10000117,14.4,C1,
10000118,15.3,B3,
10000120,10.22,D2,
10000121,19.64,A4,
10000122,19.14,A4,
10000124,12.02,C3,
10000127,18.54,A5,
10000129,7.63,E2,
10000130,9.58,D3,
10000131,6.18,E3,
10000132,1.47,G1,
10000134,11.81,D1,
10000135,11.02,D1,
10000136,11.11,D1,
10000137,15.87,B3,
10000138,11.07,D1,
10000140,15.12,B3,
10000141,15.1,B3,
10000142,7.04,E2,
10000144,13.79,C2,
10000145,9.94,D3,
10000146,14.39,C1,
10000148,8.09,E1,
10000149,16.96,B2,
10000151,10.37,D2,
10000153,11.91,D1,
10000154,11.72,D1,
10000155,9.19,D3,
10000156,11.48,D1,
10000158,14.42,C1,
10000159,21.24,A2,
10000160,1.21,G1,
10000161,7.34,E2,
10000162,11.49,D1,
10000163,14.32,C1,
10000164,19.65,A4,
10000165,4.78,F2,
10000166,4.37,F2,
10000168,13.74,C2,
10000170,8.38,E1,
10000171,12.87,C3,
10000172,18.94,A5,
10000173,12.84,C3,
10000174,11.84,D1,
10000175,15.99,B3,
10000176,4.83,F2,
10000177,14.52,C1,
10000178,15.7,B3,
10000179,13.72,C2,
10000180,14.73,C1,
10000181,14.56,C1,
10000183,3.77,F3,
10000184,10.61,D2,
10000627,10.23,D2,
10000645,12.58,C3,
10000651,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000653,7.12,E2,
10000658,14.32,C1,
10000661,11.29,D1,
10000669,16.35,B2,
10000682,20.25,A3,
10000684,19.1,A4,
10000687,16.82,B2,
10000688,14.93,C1,
10000693,12.5,C3,
10000694,17.19,B1,
10000699,14.05,C1,
10000702,9.11,D3,
10000704,7.01,E2,
10000706,21.59,A2,
