Student_ID,Course_Grade_Point,Overall_Grade,Warning
10001247,9.13,D3,
10001257,9.41,D3,
10001268,9.88,D3,
10001274,15.67,B3,
10001279,10.81,D2,
10001284,7.86,E2,
10001290,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10001291,11.44,D1,
10001302,14.66,C1,
10001303,10.78,D2,
10001304,19.29,A4,
10001307,11.1,D1,
10001312,20.75,A3,
10000113,13.47,C2,
10000114,15.73,B3,
10000117,14.79,C1,
10000118,14.57,C1,
10000120,11.49,D1,
10000121,20.16,A3,
10000122,18.66,A5,
10000124,9.58,D3,
10000127,18.28,A5,
10000129,5.59,F1,
10000130,10.08,D2,
10000131,4.82,F2,
10000132,7.85,E2,
10000134,11.1,D1,
10000135,9.02,D3,
10000136,13.45,C2,
10000137,15.11,B3,
10000138,8.27,E1,
10000140,14.7,C1,
10000141,14.26,C1,
10000142,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000144,15.53,B3,
10000145,10.53,D2,
10000146,14.58,C1,
10000148,9.15,D3,
10000149,15.64,B3,
10000151,9.83,D3,
10000153,13.44,C2,
10000154,10.73,D2,
10000155,11.51,D1,
10000156,9.64,D3,
10000158,14.09,C1,
10000159,19.93,A4,
10000160,9.27,D3,
10000161,10.93,D2,
10000162,7.92,E2,
10000163,15.91,B3,
10000164,21.03,A2,
10000165,11.25,D1,
10000166,0.96,G2,
10000168,15.73,B3,
10000170,11.69,D1,
10000171,13.44,C2,
10000172,19.62,A4,
10000173,14.43,C1,
10000174,13.13,C2,
10000175,15.79,B3,
10000176,5.95,F1,
10000177,14.71,C1,
10000178,15.37,B3,
10000179,14.08,C1,
10000180,11.73,D1,
10000181,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000183,6.63,E3,
10000184,12.05,C3,
10000627,9.98,D3,
10000645,9.97,D3,
10000651,15.85,B3,
10000653,0.44,G3,
10000658,14.7,C1,
10000661,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000669,13.71,C2,
10000682,20.55,A3,
10000684,20.36,A3,
10000687,15.49,B3,
10000688,16.42,B2,
10000693,9.52,D3,
10000694,13.45,C2,
10000699,14.65,C1,
10000702,11.36,D1,
10000704,9.53,D3,
10000706,19.75,A4,
