Student_ID,Course_Grade_Point,Overall_Grade,Warning
10001221,18.74,A5,
10001222,4.6,F2,
10001231,10.67,D2,
10001238,14.41,C1,
10001240,13.73,C2,
10001241,11.86,D1,
10001246,12.32,C3,
10001250,7.25,E2,
10001252,15.57,B3,
10001254,9.82,D3,
10001261,10.32,D2,
10001263,15.27,B3,
10001272,8.58,E1,
10001276,7.23,E2,
10001292,13.06,C2,
10001298,8.55,E1,
10001309,12.18,C3,
10001310,10.68,D2,
10000623,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000624,12.32,C3,
10000625,9.99,D3,
10000626,11.66,D1,
10000628,5.8,F1,
10000629,8.18,E1,
10000631,16.23,B2,
10000632,13.34,C2,
10000634,11.05,D1,
10000635,9.3,D3,
10000636,12.5,C3,
10000638,20.37,A3,
10000639,17.21,B1,
10000640,13.09,C2,
10000641,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000642,7.91,E2,
10000643,20.59,A3,
10000646,10.28,D2,
10000647,19.99,A4,
10000648,16.09,B2,
10000649,10.85,D2,
10000650,13.94,C2,
10000652,15.67,B3,
10000654,10.47,D2,
10000655,10.68,D2,
10000656,9.09,D3,
10000657,8.25,E1,
10000659,21.09,A2,
10000660,13.39,C2,
10000662,7.87,E2,
10000663,8.48,E1,
10000664,13.84,C2,
10000665,12.15,C3,
10000666,10.91,D2,
10000667,12.72,C3,
10000668,14.9,C1,
10000671,21.18,A2,
10000672,16.32,B2,
10000673,9.48,D3,
10000674,16.74,B2,
10000675,13.92,C2,
10000676,17.26,B1,
10000677,21.29,A2,
10000678,8.47,E1,
10000679,19.17,A4,
10000680,16.57,B2,
10000681,13.67,C2,
10000685,16.29,B2,
10000686,19.79,A4,
10000689,12.4,C3,
10000690,9.86,D3,
10000691,16.85,B2,
10000692,7.65,E2,
10000695,19.32,A4,
10000696,19.56,A4,
10000697,11.86,D1,
10000701,8.33,E1,
10000703,12.23,C3,
10000705,15.95,B3,
