Student_ID,Course_Grade_Point,Overall_Grade,Warning
10003012,13.83,C2,
10003021,8.92,E1,
10003024,9.3,D3,
10003025,10.86,D2,
10003033,19.43,A4,
10003036,15.09,B3,
10003040,13.78,C2,
10003046,16.35,B2,
10003047,14.47,C1,
10003061,13.57,C2,
10003065,14.89,C1,
10003069,15.12,B3,
10003071,17.22,B1,
10003072,6.63,E3,
10003073,17.04,B1,
10003166,13.16,C2,
10003168,17.09,B1,
10003170,9.07,D3,
10003172,10.74,D2,
10003183,13.76,C2,
10003187,21.29,A2,
10003190,9.11,D3,
10003193,16.25,B2,
10003206,13.95,C2,
10002662,17.6,B1,
10002663,7.13,E2,
10002664,12.44,C3,
10002665,20.34,A3,
10002667,15.55,B3,
10002668,10.96,D2,
10002671,15.14,B3,
10002672,21.39,A2,
10002673,21.46,A2,
10002677,13.24,C2,
10002678,14.39,C1,
10002680,15.52,B3,
10002686,13.78,C2,
10002690,15.03,B3,
10002691,15.86,B3,
10002692,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002697,4.38,F2,
10002698,6.75,E3,
10002699,5.57,F1,
10002701,15.29,B3,
10002703,4.26,F2,
10002704,3.82,F3,
10002705,9.32,D3,
10002706,10.06,D2,
10002708,12.93,C3,
10002709,21.24,A2,
10002712,16.97,B2,
10002714,16.5,B2,
10002715,12.54,C3,
10002719,3.72,F3,
10002721,18.76,A5,
10002722,15.11,B3,
10002723,16.73,B2,
10002724,12.6,C3,
10002727,20.48,A3,
10002728,11.57,D1,
