Student_ID,Course_Grade_Point,Overall_Grade,Warning
10003014,14.0,C1,
10003026,20.28,A3,
10003031,14.26,C1,
10003035,12.81,C3,
10003039,15.29,B3,
10003045,11.36,D1,
10003055,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10003063,14.87,C1,
10003064,18.24,A5,
10003070,19.66,A4,
10003121,14.61,C1,
10003122,6.91,E3,
10003123,10.1,D2,
10003124,12.51,C3,
10003125,12.15,C3,
10003126,16.61,B2,
10003128,9.13,D3,
10003129,13.37,C2,
10003130,18.67,A5,
10003131,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10003132,13.25,C2,
10003133,13.51,C2,
10003135,21.08,A2,
10003136,3.13,F3,
10003138,13.75,C2,
10003140,6.75,E3,
10003141,13.9,C2,
10003143,13.8,C2,
10003146,12.64,C3,
10003147,11.62,D1,
10003148,15.11,B3,
10003149,14.69,C1,
10003151,11.3,D1,
10003153,17.18,B1,
10003154,19.45,A4,
10003155,20.82,A3,
10003157,0.65,G2,
10003158,20.04,A3,
10003159,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10003160,19.18,A4,
10003161,15.11,B3,
10003162,15.78,B3,
10003163,14.32,C1,
