Student_ID,Course_Grade_Point,Overall_Grade,Warning
10002666,10.49,D2,
10002669,10.36,D2,
10002674,7.59,E2,
10002675,9.48,D3,
10002679,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002684,17.08,B1,
10002685,11.82,D1,
10002687,12.91,C3,
10002693,10.7,D2,
10002694,13.66,C2,
10002695,15.59,B3,
10002710,15.39,B3,
10002713,11.34,D1,
10002716,12.62,C3,
10002717,4.36,F2,
10002726,10.7,D2,
10001558,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10001559,9.51,D3,
10001560,6.61,E3,
10001563,12.53,C3,
10001564,13.55,C2,
10001565,16.94,B2,
10001567,14.92,C1,
10001568,12.37,C3,
10001569,11.22,D1,
10001570,10.55,D2,
10001571,16.77,B2,
10001572,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10001573,14.48,C1,
10001574,9.7,D3,
10001576,16.53,B2,
10001578,11.78,D1,
10001580,13.53,C2,
10001581,6.11,E3,
10001585,14.65,C1,
10001587,13.93,C2,
10001588,18.34,A5,
10001589,9.73,D3,
10001590,17.74,B1,
10001591,14.92,C1,
10001594,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10001595,0.94,G2,
10001596,3.24,F3,
10001597,11.54,D1,
10001598,8.48,E1,
10001600,9.42,D3,
10001601,14.29,C1,
10001602,8.5,E1,
10001604,12.8,C3,
10001605,12.87,C3,
10001607,16.44,B2,
10001608,17.66,B1,
10001609,18.38,A5,
10001610,21.29,A2,
10001612,12.84,C3,
10001613,12.54,C3,
10001614,9.87,D3,
10001615,15.01,B3,
10001617,16.81,B2,
10001618,15.88,B3,
10001619,12.88,C3,
10001621,15.18,B3,
10001622,15.2,B3,
10001623,16.05,B2,
10001624,15.33,B3,
10001625,11.69,D1,
10001626,11.45,D1,
10001627,10.31,D2,
10001628,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10001630,10.38,D2,
10001631,15.09,B3,
10001632,9.93,D3,
10001633,11.47,D1,
10001634,2.22,G1,
10001638,19.84,A4,
10001639,14.12,C1,
10001641,11.0,D1,
10001643,12.89,C3,
10001644,7.24,E2,
10001645,14.78,C1,
10001647,11.14,D1,
10001648,12.61,C3,
10001649,9.03,D3,
10001650,10.91,D2,
10001653,9.33,D3,
10001654,14.19,C1,
10001655,14.3,C1,
10001656,15.04,B3,
10001657,14.1,C1,
10001658,14.0,C1,
10001659,15.04,B3,
10001660,10.77,D2,
10001661,13.58,C2,
10001662,16.39,B2,
10001663,20.76,A3,
10001664,18.98,A5,
10001665,11.01,D1,
10001666,19.75,A4,
10001667,11.63,D1,
10001668,12.66,C3,
10001669,8.28,E1,
10001671,16.04,B2,
10001672,11.24,D1,
10001673,20.37,A3,
10001674,14.61,C1,
10001675,17.37,B1,
10001678,11.8,D1,
10001679,16.98,B2,
10001681,15.01,B3,
10001682,7.52,E2,
10001683,14.79,C1,
10001686,9.71,D3,
10001687,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10001688,10.22,D2,
10001689,15.69,B3,
10001691,16.96,B2,
10002165,12.75,C3,
10002174,16.49,B2,
10002175,13.01,C2,
10002176,16.83,B2,
10002179,15.66,B3,
10002187,13.42,C2,
10002188,10.58,D2,
10002190,10.09,D2,
10002191,13.33,C2,
10002227,10.34,D2,
10002229,10.52,D2,
10002231,18.69,A5,
10002241,8.34,E1,
10002242,8.27,E1,
10002245,8.24,E1,
10002247,8.86,E1,
10002253,12.81,C3,
10002254,9.14,D3,
10002260,9.84,D3,
10002261,10.91,D2,
