Student_ID,Course_Grade_Point,Overall_Grade,Warning
10001431,16.09,B2,
10001433,19.94,A4,
10001443,10.46,D2,
10001461,17.56,B1,
10001479,15.84,B3,
10001481,19.84,A4,
10001487,19.89,A4,
10001503,15.2,B3,
10001508,13.23,C2,
10001514,15.66,B3,
10001520,15.72,B3,
10001527,10.26,D2,
10001535,1.98,G1,
10002051,10.73,D2,
10002057,20.15,A3,
10002070,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002072,6.03,E3,
10002078,15.08,B3,
10002082,7.59,E2,
10002090,19.95,A4,
10002122,16.65,B2,
10002123,11.29,D1,
10002127,8.62,E1,
10002136,5.1,F1,
10002141,11.94,D1,
10002146,10.95,D2,
10002155,7.17,E2,
10002158,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002159,17.33,B1,
