Student_ID,Course_Grade_Point,Overall_Grade,Warning
10002426,11.57,D1,
10002427,18.97,A5,
10002428,8.86,E1,
10002429,20.5,A3,
10002432,15.13,B3,
10002433,11.66,D1,
10002434,14.55,C1,
10002436,7.69,E2,
10002437,5.09,F1,
10002439,19.73,A4,
10002441,12.94,C3,
10002442,14.65,C1,
10002444,9.45,D3,
10002446,15.05,B3,
10002448,15.48,B3,
10002450,11.97,D1,
10002451,13.39,C2,
10002452,10.45,D2,
10002453,10.7,D2,
10002454,9.86,D3,
10002457,12.47,C3,
10002458,15.22,B3,
10002459,7.48,E2,
10002461,17.14,B1,
10002462,15.14,B3,
10002463,13.66,C2,
10002464,15.54,B3,
10002466,9.44,D3,
10002468,14.57,C1,
10002469,19.99,A4,
10002471,14.05,C1,
10002473,12.68,C3,
10002474,5.15,F1,
10002475,13.57,C2,
10002476,13.79,C2,
10002477,14.68,C1,
10002480,17.24,B1,
10002481,15.42,B3,
10002482,13.45,C2,
10002483,16.78,B2,
10002484,12.28,C3,
10002486,11.58,D1,
10002488,9.63,D3,
10002489,8.76,E1,
10002491,11.44,D1,
10002492,10.36,D2,
10002494,19.48,A4,
10002497,19.51,A4,
10002498,9.02,D3,
10002499,20.32,A3,
10002500,8.8,E1,
10002501,3.07,F3,
10002502,13.72,C2,
10002503,5.07,F1,
10002504,5.65,F1,
10002505,14.46,C1,
10002506,15.5,B3,
10002507,4.2,F2,
10002508,14.96,C1,
10002509,13.95,C2,
10002511,20.75,A3,
10002512,11.18,D1,
10002513,10.31,D2,
10002514,9.41,D3,
10002515,7.56,E2,
10002517,14.43,C1,
10002518,8.33,E1,
10002519,14.39,C1,
10002520,10.09,D2,
10002521,10.28,D2,
10002522,14.96,C1,
10002523,14.76,C1,
10002524,3.89,F3,
10002525,6.88,E3,
10002526,5.03,F1,
10002527,2.84,G1,
10002528,21.26,A2,
10002529,9.36,D3,
10002530,20.6,A3,
10002532,14.3,C1,
10002533,4.8,F2,
10002534,11.52,D1,
10002535,16.36,B2,
10002536,7.22,E2,
10002537,3.35,F3,
10002538,17.74,B1,
10002539,12.93,C3,
10002540,19.78,A4,
10002541,14.92,C1,
10002542,14.03,C1,
10002544,16.02,B2,
10002547,12.14,C3,
10002548,8.61,E1,
10002549,12.86,C3,
10002550,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002551,8.64,E1,
10002553,11.48,D1,
10002555,10.58,D2,
10002556,15.22,B3,
10002557,18.77,A5,
10002558,15.31,B3,
10002559,15.09,B3,
10002561,13.21,C2,
10002562,10.09,D2,
10002563,7.35,E2,
10002564,14.69,C1,
10002565,8.94,E1,
10002566,20.08,A3,
10002567,11.54,D1,
10002568,8.96,E1,
10002572,16.53,B2,
10002573,9.54,D3,
10002575,13.08,C2,
10002578,3.59,F3,
10002579,14.94,C1,
10002580,10.4,D2,
10002582,18.63,A5,
10002583,16.27,B2,
10002584,12.96,C3,
10002586,12.99,C3,
10002587,9.58,D3,
10002588,16.31,B2,
10002589,10.93,D2,
10002590,9.37,D3,
10002591,16.26,B2,
10002592,15.21,B3,
10002593,10.34,D2,
10002596,15.92,B3,
10002597,8.96,E1,
10002598,19.49,A4,
10002599,10.79,D2,
10002601,9.79,D3,
10002602,10.26,D2,
10002604,20.05,A3,
10002605,16.34,B2,
10002606,12.75,C3,
10002607,19.95,A4,
10002608,15.98,B3,
10002612,12.41,C3,
10002615,15.95,B3,
10002616,18.15,A5,
10002617,14.07,C1,
10002620,14.63,C1,
10002621,9.64,D3,
10002622,13.27,C2,
10002623,11.62,D1,
10002625,13.56,C2,
10002626,20.31,A3,
10002628,7.76,E2,
10002629,18.82,A5,
10002630,1.35,G1,
10002631,19.05,A4,
10002633,9.16,D3,
10002635,2.08,G1,
10002636,9.93,D3,
10002637,16.63,B2,
10002638,9.88,D3,
10002639,16.86,B2,
10002641,6.86,E3,
10002642,13.47,C2,
10002644,10.86,D2,
10002645,11.1,D1,
10002646,11.73,D1,
10002648,14.43,C1,
10002649,10.4,D2,
10002650,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002651,12.07,C3,
10002652,14.83,C1,
10002653,20.32,A3,
10002655,16.82,B2,
10002656,10.67,D2,
10002658,11.35,D1,
10002660,16.3,B2,
10002661,15.14,B3,
10002662,14.06,C1,
10002663,3.5,F3,
10002664,10.67,D2,
10002665,20.99,A3,
10002667,16.65,B2,
10002668,9.92,D3,
10002671,15.95,B3,
10002672,20.69,A3,
10002673,19.98,A4,
10002677,9.82,D3,
10002678,13.94,C2,
10002680,15.02,B3,
10002686,11.51,D1,
10002690,13.43,C2,
10002691,15.64,B3,
10002692,19.13,A4,
10002697,5.27,F1,
10002698,10.65,D2,
10002699,4.43,F2,
10002701,17.26,B1,
10002703,9.75,D3,
10002704,5.44,F1,
10002705,14.71,C1,
10002706,10.12,D2,
10002708,14.79,C1,
10002709,18.85,A5,
10002712,14.45,C1,
10002714,15.39,B3,
10002715,9.67,D3,
10002719,4.98,F2,
10002721,18.42,A5,
10002722,15.52,B3,
10002723,16.0,B2,
10002724,9.71,D3,
10002727,18.5,A5,
10002728,9.16,D3,
