Student_ID,Course_Grade_Point,Overall_Grade,Warning
10003509,9.17,D3,
10003521,17.0,B1,
10003524,10.35,D2,
10003525,20.18,A3,
10003526,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10003538,14.75,C1,
10003539,14.67,C1,
10003641,14.3,C1,
10003649,10.95,D2,
10003661,12.07,C3,
10003669,3.31,F3,
10003676,7.55,E2,
10003683,10.53,D2,
10002662,14.81,C1,
10002663,1.26,G1,
10002664,14.12,C1,
10002665,19.82,A4,
10002667,14.54,C1,
10002668,13.7,C2,
10002671,14.7,C1,
10002672,21.4,A2,
10002673,18.68,A5,
10002677,10.49,D2,
10002678,14.01,C1,
10002680,16.68,B2,
10002686,12.28,C3,
10002690,16.25,B2,
10002691,15.6,B3,
10002692,20.93,A3,
10002697,2.34,G1,
10002698,8.11,E1,
10002699,7.8,E2,
10002701,15.44,B3,
10002703,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002704,1.01,G1,
10002705,9.31,D3,
10002706,13.44,C2,
10002708,14.73,C1,
10002709,19.85,A4,
10002712,13.88,C2,
10002714,15.37,B3,
10002715,8.54,E1,
10002719,3.12,F3,
10002721,19.81,A4,
10002722,16.58,B2,
10002723,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002724,11.71,D1,
10002727,18.85,A5,
10002728,11.63,D1,
10003012,11.82,D1,
10003021,9.31,D3,
10003024,10.9,D2,
10003025,11.98,D1,
10003033,21.46,A2,
10003036,14.51,C1,
10003040,10.65,D2,
10003046,16.7,B2,
10003047,15.66,B3,
10003061,14.5,C1,
10003065,17.18,B1,
10003069,13.85,C2,
10003071,13.13,C2,
10003072,4.37,F2,
10003073,15.53,B3,
10003166,16.27,B2,
10003168,14.05,C1,
10003170,8.53,E1,
10003172,11.57,D1,
10003183,16.79,B2,
10003187,21.32,A2,
10003190,13.86,C2,
10003193,12.97,C3,
10003206,11.24,D1,
