Student_ID,Course_Grade_Point,Overall_Grade,Warning
10000113,12.09,C3,
10000114,14.89,C1,
10000117,12.92,C3,
10000118,17.27,B1,
10000120,13.35,C2,
10000121,20.97,A3,
10000122,19.7,A4,
10000124,9.16,D3,
10000127,18.46,A5,
10000129,7.26,E2,
10000130,12.77,C3,
10000131,2.08,G1,
10000132,6.64,E3,
10000134,9.59,D3,
10000135,10.13,D2,
10000136,9.32,D3,
10000137,15.48,B3,
10000138,13.02,C2,
10000140,17.06,B1,
10000141,14.64,C1,
10000142,4.57,F2,
10000144,13.66,C2,
10000145,13.12,C2,
10000146,15.34,B3,
10000148,5.75,F1,
10000149,15.4,B3,
10000151,11.78,D1,
10000153,10.52,D2,
10000154,12.51,C3,
10000155,9.75,D3,
10000156,10.04,D2,
10000158,14.25,C1,
10000159,19.48,A4,
10000160,5.52,F1,
10000161,5.38,F1,
10000162,10.31,D2,
10000163,13.96,C2,
10000164,18.94,A5,
10000165,7.57,E2,
10000166,8.25,E1,
10000168,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000170,11.32,D1,
10000171,10.44,D2,
10000172,19.77,A4,
10000173,13.32,C2,
10000174,12.81,C3,
10000175,13.91,C2,
10000176,3.72,F3,
10000177,13.78,C2,
10000178,14.97,C1,
10000179,11.0,D1,
10000180,8.37,E1,
10000181,14.49,C1,
10000183,7.35,E2,
10000184,10.43,D2,
10000185,16.34,B2,
10000186,12.86,C3,
10000188,14.95,C1,
10000189,14.15,C1,
10000190,9.03,D3,
10000191,16.0,B2,
10000192,15.04,B3,
10000193,19.51,A4,
10000194,8.55,E1,
10000195,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000196,7.09,E2,
10000197,8.04,E1,
10000198,19.22,A4,
10000199,15.1,B3,
10000200,10.51,D2,
10000201,14.42,C1,
10000202,19.36,A4,
10000203,3.08,F3,
10000204,12.62,C3,
10000206,11.92,D1,
10000207,9.13,D3,
10000209,18.82,A5,
10000210,16.56,B2,
10000211,14.86,C1,
10000212,15.47,B3,
10000213,9.61,D3,
10000214,11.88,D1,
10000215,7.97,E2,
10000216,19.81,A4,
10000217,16.72,B2,
10000218,15.16,B3,
10000219,2.97,G1,
10000221,14.12,C1,
10000222,13.8,C2,
10000223,12.92,C3,
10000224,16.35,B2,
10000226,6.36,E3,
10000227,12.55,C3,
10000228,4.04,F2,
10000229,10.89,D2,
10000232,10.68,D2,
10000233,7.9,E2,
10000236,17.14,B1,
10000237,15.2,B3,
10000239,13.32,C2,
10000240,21.21,A2,
10000241,15.35,B3,
10000242,3.15,F3,
10000243,14.33,C1,
10000244,9.99,D3,
10000245,17.6,B1,
10000246,17.22,B1,
10000247,6.25,E3,
10000249,14.35,C1,
10000250,10.37,D2,
10000251,15.98,B3,
10000252,13.93,C2,
10000253,4.91,F2,
10000254,10.49,D2,
10000256,13.32,C2,
10000257,21.01,A2,
10000258,10.99,D2,
10000259,12.97,C3,
10000260,9.63,D3,
10000262,3.25,F3,
10000263,21.01,A2,
10000264,16.14,B2,
10000265,12.24,C3,
10000266,12.2,C3,
10000267,15.16,B3,
10000268,19.87,A4,
10000269,5.34,F1,
10000270,15.96,B3,
10000271,11.03,D1,
10000275,8.43,E1,
10000276,5.47,F1,
10000277,16.23,B2,
10000278,9.49,D3,
10000279,14.74,C1,
10000280,15.65,B3,
10000281,10.11,D2,
10000282,15.86,B3,
10000283,16.68,B2,
10000284,10.24,D2,
10000285,20.23,A3,
10000286,14.87,C1,
10000287,5.62,F1,
10000289,19.91,A4,
10000290,14.43,C1,
10000291,14.54,C1,
10000292,7.31,E2,
10000293,2.19,G1,
10000294,9.1,D3,
10000295,13.32,C2,
10000296,15.08,B3,
10000297,11.4,D1,
10000299,10.95,D2,
10000300,5.2,F1,
10000301,10.36,D2,
10000302,19.67,A4,
10000305,13.17,C2,
10000306,6.18,E3,
10000308,20.19,A3,
10000309,20.06,A3,
10000310,10.36,D2,
10000311,12.9,C3,
10000312,9.31,D3,
10000313,10.19,D2,
10000315,13.06,C2,
10000317,14.82,C1,
10000318,4.71,F2,
10000319,11.28,D1,
10000321,15.57,B3,
10000322,16.72,B2,
10000324,11.61,D1,
10000325,11.0,D1,
10000326,14.92,C1,
10000327,10.0,D2,
10000328,13.05,C2,
10000329,15.81,B3,
10000330,19.95,A4,
10000331,19.78,A4,
10000333,6.81,E3,
10000334,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000335,13.19,C2,
10000338,19.99,A4,
10000339,12.75,C3,
10000340,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000342,9.03,D3,
10000343,5.28,F1,
10000344,14.99,C1,
10000345,15.42,B3,
10000346,19.41,A4,
10000348,6.8,E3,
10000349,14.71,C1,
10000350,13.56,C2,
10000351,14.14,C1,
10000352,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000353,5.4,F1,
10000354,1.96,G1,
10000355,14.79,C1,
10000356,2.4,G1,
10000357,20.44,A3,
10000358,8.63,E1,
10000359,14.29,C1,
10000360,2.78,G1,
10000361,9.29,D3,
10000363,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000364,13.33,C2,
10000365,12.5,C3,
10000366,18.58,A5,
10000367,8.36,E1,
10000369,15.99,B3,
10000370,8.52,E1,
10000371,15.87,B3,
10000372,14.21,C1,
10000373,11.55,D1,
10000374,15.28,B3,
10000375,20.12,A3,
10000376,16.61,B2,
10000377,14.31,C1,
10000378,8.72,E1,
10000380,13.75,C2,
10000381,13.72,C2,
10000382,17.01,B1,
10000383,10.59,D2,
10000385,0.47,G3,
10000386,18.41,A5,
10000387,3.63,F3,
10000388,16.92,B2,
10000389,6.76,E3,
10000390,16.19,B2,
10000391,20.15,A3,
10000392,12.68,C3,
10000393,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000394,15.59,B3,
10000395,8.8,E1,
10000397,16.0,B2,
10000399,15.88,B3,
10000400,12.17,C3,
10000404,11.62,D1,
10000405,9.99,D3,
10000406,13.02,C2,
10000407,15.69,B3,
10000408,20.69,A3,
10000409,11.35,D1,
10000413,13.49,C2,
10000414,14.9,C1,
10000415,16.03,B2,
10000418,13.38,C2,
10000419,19.81,A4,
10000421,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000422,11.38,D1,
10000423,3.93,F3,
10000424,13.48,C2,
10000425,16.19,B2,
10000427,20.67,A3,
10000428,16.62,B2,
10000429,15.23,B3,
10000430,8.7,E1,
10000431,7.89,E2,
10000432,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000434,14.71,C1,
10000435,14.2,C1,
10000436,6.34,E3,
10000437,14.4,C1,
10000438,15.04,B3,
10000439,20.1,A3,
10000440,10.07,D2,
10000441,10.25,D2,
10000442,15.92,B3,
10000443,8.67,E1,
10000444,11.46,D1,
10000445,8.26,E1,
10000446,14.94,C1,
10000447,16.25,B2,
10000448,19.44,A4,
10000450,14.52,C1,
10000453,16.25,B2,
10000454,11.28,D1,
10000456,12.25,C3,
