Student_ID,Course_Grade_Point,Overall_Grade,Warning
10000113,11.38,D1,
10000114,14.88,C1,
10000117,14.16,C1,
10000118,15.96,B3,
10000120,8.45,E1,
10000121,18.73,A5,
10000122,20.89,A3,
10000124,11.37,D1,
10000127,18.49,A5,
10000129,2.02,G1,
10000130,10.59,D2,
10000131,8.29,E1,
10000132,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000134,9.86,D3,
10000135,10.77,D2,
10000136,13.27,C2,
10000137,14.06,C1,
10000138,11.34,D1,
10000140,15.6,B3,
10000141,15.97,B3,
10000142,7.25,E2,
10000144,14.89,C1,
10000145,11.32,D1,
10000146,15.88,B3,
10000148,5.51,F1,
10000149,13.63,C2,
10000151,8.72,E1,
10000153,12.05,C3,
10000154,9.8,D3,
10000155,13.21,C2,
10000156,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000158,16.93,B2,
10000159,21.27,A2,
10000160,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000161,5.58,F1,
10000162,13.08,C2,
10000163,16.8,B2,
10000164,18.41,A5,
10000165,4.49,F2,
10000166,5.79,F1,
10000168,15.62,B3,
10000170,11.1,D1,
10000171,13.29,C2,
10000172,18.38,A5,
10000173,16.2,B2,
10000174,14.26,C1,
10000175,14.09,C1,
10000176,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000177,16.7,B2,
10000178,14.14,C1,
10000179,13.01,C2,
10000180,13.72,C2,
10000181,15.91,B3,
10000183,5.89,F1,
10000184,12.12,C3,
10000185,14.4,C1,
10000186,11.11,D1,
10000188,14.22,C1,
10000189,12.84,C3,
10000190,13.83,C2,
10000191,14.71,C1,
10000192,16.35,B2,
10000193,19.39,A4,
10000194,11.77,D1,
10000195,14.32,C1,
10000196,7.71,E2,
10000197,4.36,F2,
10000198,19.3,A4,
10000199,15.38,B3,
10000200,12.96,C3,
10000201,13.45,C2,
10000202,20.17,A3,
10000203,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000204,9.69,D3,
10000206,10.67,D2,
10000207,10.91,D2,
10000209,19.23,A4,
10000210,14.89,C1,
10000211,16.46,B2,
10000212,14.18,C1,
10000213,8.91,E1,
10000214,10.66,D2,
10000215,6.49,E3,
10000216,20.75,A3,
10000217,16.68,B2,
10000218,16.03,B2,
10000219,1.29,G1,
10000221,16.15,B2,
10000222,15.47,B3,
10000223,16.17,B2,
10000224,15.36,B3,
10000226,7.6,E2,
10000227,13.36,C2,
10000228,1.96,G1,
10000229,10.36,D2,
10000232,10.89,D2,
10000233,5.8,F1,
10000236,15.14,B3,
