Student_ID,Course_Grade_Point,Overall_Grade,Warning
10002859,0.97,G2,
10002860,13.87,C2,
10002862,20.96,A3,
10002868,15.82,B3,
10002886,12.06,C3,
10002890,17.36,B1,
10002895,13.82,C2,
10002901,12.83,C3,
10001882,7.67,E2,
10001883,2.98,G1,
10001884,15.93,B3,
10001885,13.91,C2,
10001886,14.61,C1,
10001887,11.96,D1,
10001888,4.67,F2,
10001889,11.43,D1,
10001892,13.88,C2,
10001894,4.78,F2,
10001896,19.12,A4,
10001898,3.83,F3,
10001901,14.87,C1,
10001902,5.36,F1,
10001904,14.96,C1,
10001906,16.51,B2,
10001907,13.41,C2,
10001908,15.9,B3,
10001910,18.41,A5,
10001911,12.32,C3,
10001912,13.64,C2,
10001913,10.02,D2,
10001914,13.88,C2,
10001915,20.93,A3,
10001917,12.56,C3,
10001920,19.58,A4,
10001922,11.45,D1,
10001923,12.76,C3,
10001924,21.27,A2,
10001925,12.84,C3,
10001926,16.18,B2,
10001927,18.82,A5,
10001928,19.34,A4,
10001929,14.7,C1,
10001930,11.68,D1,
10001932,10.67,D2,
10001933,12.43,C3,
10001934,20.16,A3,
10001935,13.26,C2,
10001936,13.79,C2,
10001937,19.91,A4,
10001938,15.22,B3,
10001939,11.89,D1,
10001940,14.99,C1,
10001941,20.75,A3,
10001942,2.58,G1,
10001943,12.5,C3,
10001944,18.61,A5,
10001945,10.65,D2,
10001946,15.9,B3,
10001947,19.06,A4,
10001948,12.74,C3,
10001950,14.42,C1,
10001951,15.97,B3,
10001952,11.95,D1,
10001953,20.75,A3,
10001954,8.25,E1,
10001955,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10001956,10.84,D2,
10002431,13.89,C2,
10002440,20.84,A3,
10002445,14.07,C1,
10002449,14.49,C1,
10002467,11.39,D1,
10002470,11.71,D1,
10002479,16.42,B2,
