Student_ID,Course_Grade_Point,Overall_Grade,Warning
10002428,4.0135,F2,
10002433,15.099499999999999,B3,
10002436,5.175,F1,
10002437,5.094499999999999,F1,
10002459,7.7395,E2,
10002466,13.2825,C2,
10002474,7.635999999999999,E2,
10002475,13.202,C2,
10002491,9.820999999999998,D3,
10002500,11.7875,D1,
10002501,9.096499999999999,D3,
10002503,13.063999999999998,C2,
10002504,10.327,D2,
10002507,6.347999999999999,E3,
10002509,15.455999999999998,B3,
10002515,7.543999999999999,E2,
10002518,8.901,E1,
10002521,0.9889999999999999,G2,
10002524,9.498999999999999,D3,
10002525,12.350999999999999,C3,
10002527,6.531999999999999,E3,
10002533,1.8399999999999999,G1,
10002537,5.082999999999999,F1,
10002550,9.361,D3,
10002551,5.945499999999999,F1,
10002553,12.9145,C3,
10002563,2.6449999999999996,G1,
10002578,11.833499999999997,D1,
10002628,11.5575,D1,
10002630,4.4159999999999995,F2,
10002635,7.8084999999999996,E2,
10002636,11.477,D1,
10002638,7.773999999999999,E2,
10002663,7.428999999999999,E2,
10002697,6.658499999999999,E3,
10002698,3.381,F3,
10002699,12.649999999999999,C3,
10002703,10.235,D2,
10002704,6.302,E3,
10002719,6.2444999999999995,E3,
