Student_ID,Course_Grade_Point,Overall_Grade,Warning
10002052,13.85,C2,
10002053,11.62,D1,
10002054,16.41,B2,
10002056,16.0,B2,
10002059,13.3,C2,
10002060,15.06,B3,
10002061,14.13,C1,
10002062,14.85,C1,
10002063,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002064,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002065,3.53,F3,
10002066,14.66,C1,
10002068,15.3,B3,
10002069,20.81,A3,
10002071,14.92,C1,
10002073,13.22,C2,
10002074,20.15,A3,
10002076,13.39,C2,
10002077,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002079,19.57,A4,
10002080,12.15,C3,
10002081,2.68,G1,
10002083,11.56,D1,
10002085,8.32,E1,
10002086,10.21,D2,
10002087,10.54,D2,
10002088,20.07,A3,
10002089,14.89,C1,
10002091,12.49,C3,
10002093,12.01,C3,
10002094,13.54,C2,
10002095,10.79,D2,
10002096,9.5,D3,
10002098,20.12,A3,
10002099,14.04,C1,
10002100,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002101,11.44,D1,
10002102,13.4,C2,
10002104,10.09,D2,
10002105,19.59,A4,
10002106,3.36,F3,
10002107,11.06,D1,
10002108,15.1,B3,
10002109,10.64,D2,
10002110,16.08,B2,
10002111,5.51,F1,
10002112,9.4,D3,
10002113,9.45,D3,
10002114,12.25,C3,
10002116,15.56,B3,
10002117,1.38,G1,
10002119,21.26,A2,
10002120,14.85,C1,
10002121,17.03,B1,
10002124,14.33,C1,
10002125,8.62,E1,
10002126,6.41,E3,
10002128,16.43,B2,
10002129,10.79,D2,
10002130,10.59,D2,
10002131,19.13,A4,
10002133,13.49,C2,
10002134,10.65,D2,
10002135,13.69,C2,
10002138,9.46,D3,
10002139,10.32,D2,
10002142,8.78,E1,
10002143,14.03,C1,
10002144,19.79,A4,
10002145,19.95,A4,
10002148,13.47,C2,
10002149,9.9,D3,
10002150,13.76,C2,
10002151,9.57,D3,
10002152,16.41,B2,
10002153,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002154,13.9,C2,
10002156,NP,NP,NO PAPER - FOLLOW UP REQUIRED
