Academic_Year,Student_ID,Course_Code,Credits,Semester
2017/18,10000001,GS1001,15,Sem1
2017/18,10000001,GS1002,15,Sem1
2017/18,10000001,B1003,15,Sem1
2017/18,10000001,B1004,15,Sem1
2017/18,10000001,B1501,15,Sem2
2017/18,10000001,B1502,15,Sem2
2017/18,10000001,B1503,15,Sem2
2017/18,10000001,B1504,15,Sem2
2017/18,10000002,GS1001,15,Sem1
2017/18,10000002,GS1002,15,Sem1
2017/18,10000002,B1003,15,Sem1
2017/18,10000002,B1004,15,Sem1
2017/18,10000002,B1501,15,Sem2
2017/18,10000002,B1502,15,Sem2
2017/18,10000002,B1503,15,Sem2
2017/18,10000002,B1504,15,Sem2
2017/18,10000003,GS1001,15,Sem1
2017/18,10000003,GS1002,15,Sem1
2017/18,10000003,B1003,15,Sem1
2017/18,10000003,B1004,15,Sem1
2017/18,10000003,B1501,15,Sem2
2017/18,10000003,B1502,15,Sem2
2017/18,10000003,B1503,15,Sem2
2017/18,10000003,B1504,15,Sem2
2017/18,10000004,GS1001,15,Sem1
2017/18,10000004,GS1002,15,Sem1
2017/18,10000004,B1003,15,Sem1
2017/18,10000004,B1004,15,Sem1
2017/18,10000004,B1501,15,Sem2
2017/18,10000004,B1502,15,Sem2
2017/18,10000004,B1503,15,Sem2
2017/18,10000004,B1504,15,Sem2
2017/18,10000005,GS1001,15,Sem1
2017/18,10000005,GS1002,15,Sem1
2017/18,10000005,B1003,15,Sem1
2017/18,10000005,B1004,15,Sem1
2017/18,10000005,B1501,15,Sem2
2017/18,10000005,B1502,15,Sem2
2017/18,10000005,B1503,15,Sem2
2017/18,10000005,B1504,15,Sem2
2017/18,10000006,B3001,15,Sem1
2017/18,10000006,B3002,15,Sem1
2017/18,10000006,B3009,15,Sem1
2017/18,10000006,B3010,15,Sem1
2017/18,10000006,B3507,15,Sem2
2017/18,10000006,B3508,30,Sem2
2017/18,10000006,B3511,15,Sem2
2017/18,10000006,B3512,15,Sem2
2017/18,10000007,GS1001,15,Sem1
2017/18,10000007,GS1002,15,Sem1
2017/18,10000007,B1003,15,Sem1
2017/18,10000007,B1004,15,Sem1
2017/18,10000007,B1501,15,Sem2
2017/18,10000007,B1502,15,Sem2
2017/18,10000007,B1503,15,Sem2
2017/18,10000007,B1504,15,Sem2
2017/18,10000008,B2002,15,Sem1
2017/18,10000008,B2004,15,Sem1
2017/18,10000008,B2006,15,Sem1
2017/18,10000008,B2007,15,Sem1
2017/18,10000008,B2501,15,Sem2
2017/18,10000008,B2502,15,Sem2
2017/18,10000008,B2503,15,Sem2
2017/18,10000008,B2504,15,Sem2
2017/18,10000009,GS1001,15,Sem1
2017/18,10000009,GS1002,15,Sem1
2017/18,10000009,B1003,15,Sem1
2017/18,10000009,B1004,15,Sem1
2017/18,10000009,B1501,15,Sem2
2017/18,10000009,B1502,15,Sem2
2017/18,10000009,B1503,15,Sem2
2017/18,10000009,B1504,15,Sem2
2017/18,10000010,GS1001,15,Sem1
2017/18,10000010,GS1002,15,Sem1
2017/18,10000010,B1003,15,Sem1
2017/18,10000010,B1004,15,Sem1
2017/18,10000010,B1501,15,Sem2
2017/18,10000010,B1502,15,Sem2
2017/18,10000010,B1503,15,Sem2
2017/18,10000010,B1504,15,Sem2
2017/18,10000011,B2002,15,Sem1
2017/18,10000011,B2004,15,Sem1
2017/18,10000011,B2006,15,Sem1
2017/18,10000011,B2007,15,Sem1
2017/18,10000011,B2501,15,Sem2
2017/18,10000011,B2502,15,Sem2
2017/18,10000011,B2503,15,Sem2
2017/18,10000011,B2504,15,Sem2
2017/18,10000012,GS1001,15,Sem1
2017/18,10000012,GS1002,15,Sem1
2017/18,10000012,B1003,15,Sem1
2017/18,10000012,B1004,15,Sem1
2017/18,10000012,B1501,15,Sem2
2017/18,10000012,B1502,15,Sem2
2017/18,10000012,B1503,15,Sem2
2017/18,10000012,B1504,15,Sem2
2017/18,10000013,GS1001,15,Sem1
2017/18,10000013,GS1002,15,Sem1
2017/18,10000013,B1003,15,Sem1
2017/18,10000013,B1004,15,Sem1
2017/18,10000013,B1501,15,Sem2
2017/18,10000013,B1502,15,Sem2
2017/18,10000013,B1503,15,Sem2
2017/18,10000013,B1504,15,Sem2
2017/18,10000014,B3001,15,Sem1
2017/18,10000014,B3002,15,Sem1
2017/18,10000014,B3009,15,Sem1
2017/18,10000014,B3010,15,Sem1
2017/18,10000014,B3507,15,Sem2
2017/18,10000014,B3508,30,Sem2
2017/18,10000014,B3511,15,Sem2
2017/18,10000014,B3512,15,Sem2
2017/18,10000015,GS1001,15,Sem1
2017/18,10000015,GS1002,15,Sem1
2017/18,10000015,B1003,15,Sem1
2017/18,10000015,B1004,15,Sem1
2017/18,10000015,B1501,15,Sem2
2017/18,10000015,B1502,15,Sem2
2017/18,10000015,B1503,15,Sem2
2017/18,10000015,B1504,15,Sem2
2017/18,10000016,GS1001,15,Sem1
2017/18,10000016,GS1002,15,Sem1
2017/18,10000016,B1003,15,Sem1
2017/18,10000016,B1004,15,Sem1
2017/18,10000016,B1501,15,Sem2
2017/18,10000016,B1502,15,Sem2
2017/18,10000016,B1503,15,Sem2
2017/18,10000016,B1504,15,Sem2
2017/18,10000017,GS1001,15,Sem1
2017/18,10000017,GS1002,15,Sem1
2017/18,10000017,B1003,15,Sem1
2017/18,10000017,B1004,15,Sem1
2017/18,10000017,B1501,15,Sem2
2017/18,10000017,B1502,15,Sem2
2017/18,10000017,B1503,15,Sem2
2017/18,10000017,B1504,15,Sem2
2017/18,10000018,B2004,15,Sem1
2017/18,10000018,B2006,15,Sem1
2017/18,10000018,B2007,15,Sem1
2017/18,10000018,B2009,15,Sem1
2017/18,10000018,B2504,15,Sem2
2017/18,10000018,B2505,15,Sem2
2017/18,10000018,B2506,15,Sem2
2017/18,10000018,B2501,15,Sem2
2017/18,10000019,B2004,15,Sem1
2017/18,10000019,B2006,15,Sem1
2017/18,10000019,B2007,15,Sem1
2017/18,10000019,B2009,15,Sem1
2017/18,10000019,B2504,15,Sem2
2017/18,10000019,B2505,15,Sem2
2017/18,10000019,B2506,15,Sem2
2017/18,10000019,B2501,15,Sem2
2017/18,10000020,GS1001,15,Sem1
2017/18,10000020,GS1002,15,Sem1
2017/18,10000020,B1003,15,Sem1
2017/18,10000020,B1004,15,Sem1
2017/18,10000020,B1501,15,Sem2
2017/18,10000020,B1502,15,Sem2
2017/18,10000020,B1503,15,Sem2
2017/18,10000020,B1504,15,Sem2
2017/18,10000021,GS1001,15,Sem1
2017/18,10000021,GS1002,15,Sem1
2017/18,10000021,B1003,15,Sem1
2017/18,10000021,B1004,15,Sem1
2017/18,10000021,B1501,15,Sem2
2017/18,10000021,B1502,15,Sem2
2017/18,10000021,B1503,15,Sem2
2017/18,10000021,B1504,15,Sem2
2017/18,10000022,B3004,30,Sem1
2017/18,10000022,B3005,30,Sem1
2017/18,10000022,B3503,30,Sem2
2017/18,10000022,B3504,30,Sem2
2017/18,10000023,B2004,15,Sem1
2017/18,10000023,B2006,15,Sem1
2017/18,10000023,B2007,15,Sem1
2017/18,10000023,B2009,15,Sem1
2017/18,10000023,B2504,15,Sem2
2017/18,10000023,B2505,15,Sem2
2017/18,10000023,B2506,15,Sem2
2017/18,10000023,B2501,15,Sem2
2017/18,10000024,GS1001,15,Sem1
2017/18,10000024,GS1002,15,Sem1
2017/18,10000024,B1003,15,Sem1
2017/18,10000024,B1004,15,Sem1
2017/18,10000024,B1501,15,Sem2
2017/18,10000024,B1502,15,Sem2
2017/18,10000024,B1503,15,Sem2
2017/18,10000024,B1504,15,Sem2
2017/18,10000025,B2004,15,Sem1
2017/18,10000025,B2006,15,Sem1
2017/18,10000025,B2007,15,Sem1
2017/18,10000025,B2009,15,Sem1
2017/18,10000025,B2504,15,Sem2
2017/18,10000025,B2505,15,Sem2
2017/18,10000025,B2506,15,Sem2
2017/18,10000025,B2501,15,Sem2
2017/18,10000026,GS1001,15,Sem1
2017/18,10000026,GS1002,15,Sem1
2017/18,10000026,B1003,15,Sem1
2017/18,10000026,B1004,15,Sem1
2017/18,10000026,B1501,15,Sem2
2017/18,10000026,B1502,15,Sem2
2017/18,10000026,B1503,15,Sem2
2017/18,10000026,B1504,15,Sem2
2017/18,10000027,GS1001,15,Sem1
2017/18,10000027,GS1002,15,Sem1
2017/18,10000027,B1003,15,Sem1
2017/18,10000027,B1004,15,Sem1
2017/18,10000027,B1501,15,Sem2
2017/18,10000027,B1502,15,Sem2
2017/18,10000027,B1503,15,Sem2
2017/18,10000027,B1504,15,Sem2
2017/18,10000028,GS1001,15,Sem1
2017/18,10000028,GS1002,15,Sem1
2017/18,10000028,B1003,15,Sem1
2017/18,10000028,B1004,15,Sem1
2017/18,10000028,B1501,15,Sem2
2017/18,10000028,B1502,15,Sem2
2017/18,10000028,B1503,15,Sem2
2017/18,10000028,B1504,15,Sem2
2017/18,10000029,GS1001,15,Sem1
2017/18,10000029,GS1002,15,Sem1
2017/18,10000029,B1003,15,Sem1
2017/18,10000029,B1004,15,Sem1
2017/18,10000029,B1501,15,Sem2
2017/18,10000029,B1502,15,Sem2
2017/18,10000029,B1503,15,Sem2
2017/18,10000029,B1504,15,Sem2
2017/18,10000030,GS1001,15,Sem1
2017/18,10000030,GS1002,15,Sem1
2017/18,10000030,B1003,15,Sem1
2017/18,10000030,B1004,15,Sem1
2017/18,10000030,B1501,15,Sem2
2017/18,10000030,B1502,15,Sem2
2017/18,10000030,B1503,15,Sem2
2017/18,10000030,B1504,15,Sem2
2017/18,10000031,GS1001,15,Sem1
2017/18,10000031,GS1002,15,Sem1
2017/18,10000031,B1003,15,Sem1
2017/18,10000031,B1004,15,Sem1
2017/18,10000031,B1501,15,Sem2
2017/18,10000031,B1502,15,Sem2
2017/18,10000031,B1503,15,Sem2
2017/18,10000031,B1504,15,Sem2
2017/18,10000032,GS1001,15,Sem1
2017/18,10000032,GS1002,15,Sem1
2017/18,10000032,B1003,15,Sem1
2017/18,10000032,B1004,15,Sem1
2017/18,10000032,B1501,15,Sem2
2017/18,10000032,B1502,15,Sem2
2017/18,10000032,B1503,15,Sem2
2017/18,10000032,B1504,15,Sem2
2017/18,10000033,GS1001,15,Sem1
2017/18,10000033,GS1002,15,Sem1
2017/18,10000033,B1003,15,Sem1
2017/18,10000033,B1004,15,Sem1
2017/18,10000033,B1501,15,Sem2
2017/18,10000033,B1502,15,Sem2
2017/18,10000033,B1503,15,Sem2
2017/18,10000033,B1504,15,Sem2
2017/18,10000034,GS1001,15,Sem1
2017/18,10000034,GS1002,15,Sem1
2017/18,10000034,B1003,15,Sem1
2017/18,10000034,B1004,15,Sem1
2017/18,10000034,B1501,15,Sem2
2017/18,10000034,B1502,15,Sem2
2017/18,10000034,B1503,15,Sem2
2017/18,10000034,B1504,15,Sem2
2017/18,10000035,GS1001,15,Sem1
2017/18,10000035,GS1002,15,Sem1
2017/18,10000035,B1003,15,Sem1
2017/18,10000035,B1004,15,Sem1
2017/18,10000035,B1501,15,Sem2
2017/18,10000035,B1502,15,Sem2
2017/18,10000035,B1503,15,Sem2
2017/18,10000035,B1504,15,Sem2
2017/18,10000036,GS1001,15,Sem1
2017/18,10000036,GS1002,15,Sem1
2017/18,10000036,B1003,15,Sem1
2017/18,10000036,B1004,15,Sem1
2017/18,10000036,B1501,15,Sem2
2017/18,10000036,B1502,15,Sem2
2017/18,10000036,B1503,15,Sem2
2017/18,10000036,B1504,15,Sem2
2017/18,10000037,GS1001,15,Sem1
2017/18,10000037,GS1002,15,Sem1
2017/18,10000037,B1003,15,Sem1
2017/18,10000037,B1004,15,Sem1
2017/18,10000037,B1501,15,Sem2
2017/18,10000037,B1502,15,Sem2
2017/18,10000037,B1503,15,Sem2
2017/18,10000037,B1504,15,Sem2
2017/18,10000038,GS1001,15,Sem1
2017/18,10000038,GS1002,15,Sem1
2017/18,10000038,B1003,15,Sem1
2017/18,10000038,B1004,15,Sem1
2017/18,10000038,B1501,15,Sem2
2017/18,10000038,B1502,15,Sem2
2017/18,10000038,B1503,15,Sem2
2017/18,10000038,B1504,15,Sem2
2017/18,10000039,GS1001,15,Sem1
2017/18,10000039,GS1002,15,Sem1
2017/18,10000039,B1003,15,Sem1
2017/18,10000039,B1004,15,Sem1
2017/18,10000039,B1501,15,Sem2
2017/18,10000039,B1502,15,Sem2
2017/18,10000039,B1503,15,Sem2
2017/18,10000039,B1504,15,Sem2
2017/18,10000040,B2004,15,Sem1
2017/18,10000040,B2006,15,Sem1
2017/18,10000040,B2007,15,Sem1
2017/18,10000040,B2009,15,Sem1
2017/18,10000040,B2504,15,Sem2
2017/18,10000040,B2505,15,Sem2
