Academic_Year,Student_ID,Course_Code,Credits,Semester
2020/21,10001219,GS1001,15,Sem1
2020/21,10001219,GS1002,15,Sem1
2020/21,10001219,B1003,15,Sem1
2020/21,10001219,B1004,15,Sem1
2020/21,10001219,B1501,15,Sem2
2020/21,10001219,B1502,15,Sem2
2020/21,10001219,B1503,15,Sem2
2020/21,10001219,B1504,15,Sem2
2020/21,10001220,GS1001,15,Sem1
2020/21,10001220,GS1002,15,Sem1
2020/21,10001220,B1003,15,Sem1
2020/21,10001220,B1004,15,Sem1
2020/21,10001220,B1501,15,Sem2
2020/21,10001220,B1502,15,Sem2
2020/21,10001220,B1503,15,Sem2
2020/21,10001220,B1504,15,Sem2
2020/21,10001221,B2002,15,Sem1
2020/21,10001221,B2004,15,Sem1
2020/21,10001221,B2006,15,Sem1
2020/21,10001221,B2007,15,Sem1
2020/21,10001221,B2501,15,Sem2
2020/21,10001221,B2502,15,Sem2
2020/21,10001221,B2503,15,Sem2
2020/21,10001221,B2504,15,Sem2
2020/21,10001222,B2002,15,Sem1
2020/21,10001222,B2004,15,Sem1
2020/21,10001222,B2006,15,Sem1
2020/21,10001222,B2007,15,Sem1
2020/21,10001222,B2501,15,Sem2
2020/21,10001222,B2502,15,Sem2
2020/21,10001222,B2503,15,Sem2
2020/21,10001222,B2504,15,Sem2
2020/21,10001223,GS1001,15,Sem1
2020/21,10001223,GS1002,15,Sem1
2020/21,10001223,B1003,15,Sem1
2020/21,10001223,B1004,15,Sem1
2020/21,10001223,B1501,15,Sem2
2020/21,10001223,B1502,15,Sem2
2020/21,10001223,B1503,15,Sem2
2020/21,10001223,B1504,15,Sem2
2020/21,10001224,GS1001,15,Sem1
2020/21,10001224,GS1002,15,Sem1
2020/21,10001224,B1003,15,Sem1
2020/21,10001224,B1004,15,Sem1
2020/21,10001224,B1501,15,Sem2
2020/21,10001224,B1502,15,Sem2
2020/21,10001224,B1503,15,Sem2
2020/21,10001224,B1504,15,Sem2
2020/21,10001225,GS1001,15,Sem1
2020/21,10001225,GS1002,15,Sem1
2020/21,10001225,B1003,15,Sem1
2020/21,10001225,B1004,15,Sem1
2020/21,10001225,B1501,15,Sem2
2020/21,10001225,B1502,15,Sem2
2020/21,10001225,B1503,15,Sem2
2020/21,10001225,B1504,15,Sem2
2020/21,10001226,GS1001,15,Sem1
2020/21,10001226,GS1002,15,Sem1
2020/21,10001226,B1003,15,Sem1
2020/21,10001226,B1004,15,Sem1
2020/21,10001226,B1501,15,Sem2
2020/21,10001226,B1502,15,Sem2
2020/21,10001226,B1503,15,Sem2
2020/21,10001226,B1504,15,Sem2
2020/21,10001227,GS1001,15,Sem1
2020/21,10001227,GS1002,15,Sem1
2020/21,10001227,B1003,15,Sem1
2020/21,10001227,B1004,15,Sem1
2020/21,10001227,B1501,15,Sem2
2020/21,10001227,B1502,15,Sem2
2020/21,10001227,B1503,15,Sem2
2020/21,10001227,B1504,15,Sem2
2020/21,10001228,GS1001,15,Sem1
2020/21,10001228,GS1002,15,Sem1
2020/21,10001228,B1003,15,Sem1
2020/21,10001228,B1004,15,Sem1
2020/21,10001228,B1501,15,Sem2
2020/21,10001228,B1502,15,Sem2
2020/21,10001228,B1503,15,Sem2
2020/21,10001228,B1504,15,Sem2
