Academic_Year,Student_ID,Course_Code,Credits,Semester
2023/24,10002849,GS1001,15,Sem1
2023/24,10002849,GS1002,15,Sem1
2023/24,10002849,B1003,15,Sem1
2023/24,10002849,B1004,15,Sem1
2023/24,10002849,B1501,15,Sem2
2023/24,10002849,B1502,15,Sem2
2023/24,10002849,B1503,15,Sem2
2023/24,10002849,B1504,15,Sem2
2023/24,10002850,GS1001,15,Sem1
2023/24,10002850,GS1002,15,Sem1
2023/24,10002850,B1003,15,Sem1
2023/24,10002850,B1004,15,Sem1
2023/24,10002850,B1501,15,Sem2
2023/24,10002850,B1502,15,Sem2
2023/24,10002850,B1503,15,Sem2
2023/24,10002850,B1504,15,Sem2
2023/24,10002851,GS1001,15,Sem1
2023/24,10002851,GS1002,15,Sem1
2023/24,10002851,B1003,15,Sem1
2023/24,10002851,B1004,15,Sem1
2023/24,10002851,B1501,15,Sem2
2023/24,10002851,B1502,15,Sem2
2023/24,10002851,B1503,15,Sem2
2023/24,10002851,B1504,15,Sem2
2023/24,10002852,B2002,15,Sem1
2023/24,10002852,B2004,15,Sem1
2023/24,10002852,B2006,15,Sem1
2023/24,10002852,B2007,15,Sem1
2023/24,10002852,B2501,15,Sem2
2023/24,10002852,B2502,15,Sem2
2023/24,10002852,B2503,15,Sem2
2023/24,10002852,B2504,15,Sem2
2023/24,10002853,GS1001,15,Sem1
2023/24,10002853,GS1002,15,Sem1
2023/24,10002853,B1003,15,Sem1
2023/24,10002853,B1004,15,Sem1
2023/24,10002853,B1501,15,Sem2
2023/24,10002853,B1502,15,Sem2
2023/24,10002853,B1503,15,Sem2
2023/24,10002853,B1504,15,Sem2
2023/24,10002854,GS1001,15,Sem1
2023/24,10002854,GS1002,15,Sem1
2023/24,10002854,B1003,15,Sem1
2023/24,10002854,B1004,15,Sem1
2023/24,10002854,B1501,15,Sem2
2023/24,10002854,B1502,15,Sem2
2023/24,10002854,B1503,15,Sem2
2023/24,10002854,B1504,15,Sem2
2023/24,10002855,B2002,15,Sem1
2023/24,10002855,B2004,15,Sem1
2023/24,10002855,B2006,15,Sem1
2023/24,10002855,B2007,15,Sem1
2023/24,10002855,B2501,15,Sem2
2023/24,10002855,B2502,15,Sem2
2023/24,10002855,B2503,15,Sem2
2023/24,10002855,B2504,15,Sem2
2023/24,10002856,GS1001,15,Sem1
2023/24,10002856,GS1002,15,Sem1
2023/24,10002856,B1003,15,Sem1
2023/24,10002856,B1004,15,Sem1
2023/24,10002856,B1501,15,Sem2
2023/24,10002856,B1502,15,Sem2
2023/24,10002856,B1503,15,Sem2
2023/24,10002856,B1504,15,Sem2
2023/24,10002857,GS1001,15,Sem1
2023/24,10002857,GS1002,15,Sem1
2023/24,10002857,B1003,15,Sem1
2023/24,10002857,B1004,15,Sem1
2023/24,10002857,B1501,15,Sem2
2023/24,10002857,B1502,15,Sem2
2023/24,10002857,B1503,15,Sem2
2023/24,10002857,B1504,15,Sem2
2023/24,10002858,GS1001,15,Sem1
2023/24,10002858,GS1002,15,Sem1
2023/24,10002858,B1003,15,Sem1
2023/24,10002858,B1004,15,Sem1
2023/24,10002858,B1501,15,Sem2
2023/24,10002858,B1502,15,Sem2
2023/24,10002858,B1503,15,Sem2
2023/24,10002858,B1504,15,Sem2
2023/24,10002859,B3001,15,Sem1
2023/24,10002859,B3002,15,Sem1
2023/24,10002859,B3009,15,Sem1
2023/24,10002859,B3010,15,Sem1
2023/24,10002859,B3507,15,Sem2
2023/24,10002859,B3508,30,Sem2
2023/24,10002859,B3511,15,Sem2
2023/24,10002859,B3512,15,Sem2
2023/24,10002860,B3001,15,Sem1
2023/24,10002860,B3002,15,Sem1
2023/24,10002860,B3009,15,Sem1
2023/24,10002860,B3010,15,Sem1
2023/24,10002860,B3507,15,Sem2
2023/24,10002860,B3508,30,Sem2
2023/24,10002860,B3511,15,Sem2
2023/24,10002860,B3512,15,Sem2
2023/24,10002861,GS1001,15,Sem1
2023/24,10002861,GS1002,15,Sem1
2023/24,10002861,B1003,15,Sem1
2023/24,10002861,B1004,15,Sem1
2023/24,10002861,B1501,15,Sem2
2023/24,10002861,B1502,15,Sem2
2023/24,10002861,B1503,15,Sem2
2023/24,10002861,B1504,15,Sem2
2023/24,10002862,B3001,15,Sem1
2023/24,10002862,B3002,15,Sem1
2023/24,10002862,B3009,15,Sem1
2023/24,10002862,B3010,15,Sem1
2023/24,10002862,B3507,15,Sem2
2023/24,10002862,B3508,30,Sem2
2023/24,10002862,B3511,15,Sem2
2023/24,10002862,B3512,15,Sem2
2023/24,10002863,GS1001,15,Sem1
2023/24,10002863,GS1002,15,Sem1
2023/24,10002863,B1003,15,Sem1
2023/24,10002863,B1004,15,Sem1
2023/24,10002863,B1501,15,Sem2
2023/24,10002863,B1502,15,Sem2
2023/24,10002863,B1503,15,Sem2
2023/24,10002863,B1504,15,Sem2
2023/24,10002864,GS1001,15,Sem1
2023/24,10002864,GS1002,15,Sem1
2023/24,10002864,B1003,15,Sem1
2023/24,10002864,B1004,15,Sem1
2023/24,10002864,B1501,15,Sem2
2023/24,10002864,B1502,15,Sem2
2023/24,10002864,B1503,15,Sem2
2023/24,10002864,B1504,15,Sem2
2023/24,10002865,GS1001,15,Sem1
2023/24,10002865,GS1002,15,Sem1
2023/24,10002865,B1003,15,Sem1
2023/24,10002865,B1004,15,Sem1
2023/24,10002865,B1501,15,Sem2
2023/24,10002865,B1502,15,Sem2
2023/24,10002865,B1503,15,Sem2
2023/24,10002865,B1504,15,Sem2
2023/24,10002866,GS1001,15,Sem1
2023/24,10002866,GS1002,15,Sem1
2023/24,10002866,B1003,15,Sem1
2023/24,10002866,B1004,15,Sem1
2023/24,10002866,B1501,15,Sem2
2023/24,10002866,B1502,15,Sem2
2023/24,10002866,B1503,15,Sem2
2023/24,10002866,B1504,15,Sem2
2023/24,10002867,GS1001,15,Sem1
2023/24,10002867,GS1002,15,Sem1
2023/24,10002867,B1003,15,Sem1
2023/24,10002867,B1004,15,Sem1
2023/24,10002867,B1501,15,Sem2
2023/24,10002867,B1502,15,Sem2
2023/24,10002867,B1503,15,Sem2
2023/24,10002867,B1504,15,Sem2
2023/24,10002868,B3001,15,Sem1
2023/24,10002868,B3002,15,Sem1
2023/24,10002868,B3009,15,Sem1
2023/24,10002868,B3010,15,Sem1
2023/24,10002868,B3507,15,Sem2
2023/24,10002868,B3508,30,Sem2
2023/24,10002868,B3511,15,Sem2
2023/24,10002868,B3512,15,Sem2
2023/24,10002869,GS1001,15,Sem1
2023/24,10002869,GS1002,15,Sem1
2023/24,10002869,B1003,15,Sem1
2023/24,10002869,B1004,15,Sem1
2023/24,10002869,B1501,15,Sem2
2023/24,10002869,B1502,15,Sem2
2023/24,10002869,B1503,15,Sem2
2023/24,10002869,B1504,15,Sem2
2023/24,10002870,GS1001,15,Sem1
