Student_ID,Course_Grade_Point,Overall_Grade,Warning
10002168,11.442499999999999,D1,
10002169,7.935,E2,
10002170,12.396999999999998,C3,
10002181,14.685499999999998,C1,
10002194,9.545,D3,
10002196,7.831499999999999,E2,
10002201,9.878499999999999,D3,
10002205,15.444499999999998,B3,
10002208,11.959999999999999,D1,
10002212,11.971499999999999,D1,
10002219,7.8545,E2,
10002222,9.154,D3,
10002252,5.8765,F1,
10002263,9.683,D3,
10002264,15.225999999999999,B3,
10002681,7.440499999999999,E2,
10002683,15.444499999999998,B3,
10002700,13.754,C2,
10002711,9.6025,D3,
10002725,5.611999999999999,F1,
10003029,14.581999999999999,C1,
10003181,2.7024999999999997,G1,
