Academic_Year,Student_ID,Course_Code,Credits,Semester
2022/23,10002426,GS1001,15,Sem1
2022/23,10002426,GS1002,15,Sem1
2022/23,10002426,B1003,15,Sem1
2022/23,10002426,B1004,15,Sem1
2022/23,10002426,B1501,15,Sem2
2022/23,10002426,B1502,15,Sem2
2022/23,10002426,B1503,15,Sem2
2022/23,10002426,B1504,15,Sem2
2022/23,10002427,GS1001,15,Sem1
2022/23,10002427,GS1002,15,Sem1
2022/23,10002427,B1003,15,Sem1
2022/23,10002427,B1004,15,Sem1
2022/23,10002427,B1501,15,Sem2
2022/23,10002427,B1502,15,Sem2
2022/23,10002427,B1503,15,Sem2
2022/23,10002427,B1504,15,Sem2
2022/23,10002428,GS1001,15,Sem1
2022/23,10002428,GS1002,15,Sem1
2022/23,10002428,B1003,15,Sem1
2022/23,10002428,B1004,15,Sem1
2022/23,10002428,B1501,15,Sem2
2022/23,10002428,B1502,15,Sem2
2022/23,10002428,B1503,15,Sem2
2022/23,10002428,B1504,15,Sem2
2022/23,10002429,GS1001,15,Sem1
2022/23,10002429,GS1002,15,Sem1
2022/23,10002429,B1003,15,Sem1
2022/23,10002429,B1004,15,Sem1
2022/23,10002429,B1501,15,Sem2
2022/23,10002429,B1502,15,Sem2
2022/23,10002429,B1503,15,Sem2
2022/23,10002429,B1504,15,Sem2
2022/23,10002430,B3001,15,Sem1
2022/23,10002430,B3002,15,Sem1
2022/23,10002430,B3009,15,Sem1
2022/23,10002430,B3010,15,Sem1
2022/23,10002430,B3507,15,Sem2
2022/23,10002430,B3508,30,Sem2
2022/23,10002430,B3511,15,Sem2
2022/23,10002430,B3512,15,Sem2
2022/23,10002431,B2002,15,Sem1
2022/23,10002431,B2004,15,Sem1
2022/23,10002431,B2006,15,Sem1
2022/23,10002431,B2007,15,Sem1
2022/23,10002431,B2501,15,Sem2
2022/23,10002431,B2502,15,Sem2
2022/23,10002431,B2503,15,Sem2
2022/23,10002431,B2504,15,Sem2
2022/23,10002432,GS1001,15,Sem1
2022/23,10002432,GS1002,15,Sem1
2022/23,10002432,B1003,15,Sem1
2022/23,10002432,B1004,15,Sem1
2022/23,10002432,B1501,15,Sem2
2022/23,10002432,B1502,15,Sem2
2022/23,10002432,B1503,15,Sem2
2022/23,10002432,B1504,15,Sem2
2022/23,10002433,GS1001,15,Sem1
2022/23,10002433,GS1002,15,Sem1
2022/23,10002433,B1003,15,Sem1
2022/23,10002433,B1004,15,Sem1
2022/23,10002433,B1501,15,Sem2
2022/23,10002433,B1502,15,Sem2
2022/23,10002433,B1503,15,Sem2
2022/23,10002433,B1504,15,Sem2
2022/23,10002434,GS1001,15,Sem1
2022/23,10002434,GS1002,15,Sem1
2022/23,10002434,B1003,15,Sem1
2022/23,10002434,B1004,15,Sem1
2022/23,10002434,B1501,15,Sem2
2022/23,10002434,B1502,15,Sem2
2022/23,10002434,B1503,15,Sem2
2022/23,10002434,B1504,15,Sem2
2022/23,10002435,B3001,15,Sem1
2022/23,10002435,B3002,15,Sem1
2022/23,10002435,B3009,15,Sem1
2022/23,10002435,B3010,15,Sem1
2022/23,10002435,B3507,15,Sem2
2022/23,10002435,B3508,30,Sem2
2022/23,10002435,B3511,15,Sem2
2022/23,10002435,B3512,15,Sem2
2022/23,10002436,GS1001,15,Sem1
2022/23,10002436,GS1002,15,Sem1
2022/23,10002436,B1003,15,Sem1
2022/23,10002436,B1004,15,Sem1
2022/23,10002436,B1501,15,Sem2
2022/23,10002436,B1502,15,Sem2
2022/23,10002436,B1503,15,Sem2
2022/23,10002436,B1504,15,Sem2
2022/23,10002437,GS1001,15,Sem1
2022/23,10002437,GS1002,15,Sem1
2022/23,10002437,B1003,15,Sem1
2022/23,10002437,B1004,15,Sem1
2022/23,10002437,B1501,15,Sem2
2022/23,10002437,B1502,15,Sem2
2022/23,10002437,B1503,15,Sem2
2022/23,10002437,B1504,15,Sem2
2022/23,10002438,B3001,15,Sem1
2022/23,10002438,B3002,15,Sem1
2022/23,10002438,B3009,15,Sem1
2022/23,10002438,B3010,15,Sem1
2022/23,10002438,B3507,15,Sem2
2022/23,10002438,B3508,30,Sem2
2022/23,10002438,B3511,15,Sem2
2022/23,10002438,B3512,15,Sem2
2022/23,10002439,GS1001,15,Sem1
2022/23,10002439,GS1002,15,Sem1
2022/23,10002439,B1003,15,Sem1
2022/23,10002439,B1004,15,Sem1
2022/23,10002439,B1501,15,Sem2
2022/23,10002439,B1502,15,Sem2
2022/23,10002439,B1503,15,Sem2
2022/23,10002439,B1504,15,Sem2
2022/23,10002440,B2002,15,Sem1
2022/23,10002440,B2004,15,Sem1
2022/23,10002440,B2006,15,Sem1
2022/23,10002440,B2007,15,Sem1
2022/23,10002440,B2501,15,Sem2
2022/23,10002440,B2502,15,Sem2
2022/23,10002440,B2503,15,Sem2
2022/23,10002440,B2504,15,Sem2
2022/23,10002441,GS1001,15,Sem1
2022/23,10002441,GS1002,15,Sem1
2022/23,10002441,B1003,15,Sem1
2022/23,10002441,B1004,15,Sem1
2022/23,10002441,B1501,15,Sem2
2022/23,10002441,B1502,15,Sem2
2022/23,10002441,B1503,15,Sem2
2022/23,10002441,B1504,15,Sem2
2022/23,10002442,GS1001,15,Sem1
2022/23,10002442,GS1002,15,Sem1
2022/23,10002442,B1003,15,Sem1
2022/23,10002442,B1004,15,Sem1
2022/23,10002442,B1501,15,Sem2
2022/23,10002442,B1502,15,Sem2
2022/23,10002442,B1503,15,Sem2
2022/23,10002442,B1504,15,Sem2
2022/23,10002443,B3001,15,Sem1
2022/23,10002443,B3002,15,Sem1
2022/23,10002443,B3009,15,Sem1
2022/23,10002443,B3010,15,Sem1
2022/23,10002443,B3507,15,Sem2
2022/23,10002443,B3508,30,Sem2
2022/23,10002443,B3511,15,Sem2
2022/23,10002443,B3512,15,Sem2
2022/23,10002444,GS1001,15,Sem1
2022/23,10002444,GS1002,15,Sem1
2022/23,10002444,B1003,15,Sem1
2022/23,10002444,B1004,15,Sem1
2022/23,10002444,B1501,15,Sem2
