Student_ID,Course_Grade_Point,Overall_Grade,Warning
10002051,13.64,C2,
10002057,20.44,A3,
10002070,3.97,F3,
10002072,9.02,D3,
10002078,14.17,C1,
10002082,9.79,D3,
10002090,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002122,16.61,B2,
10002123,11.8,D1,
10002127,9.61,D3,
10002136,3.27,F3,
10002141,10.57,D2,
10002146,13.8,C2,
10002155,5.05,F1,
10002158,8.51,E1,
10002159,15.33,B3,
10001431,14.5,C1,
10001433,20.5,A3,
10001443,10.08,D2,
10001461,16.28,B2,
10001479,16.05,B2,
10001481,21.35,A2,
10001487,21.51,A2,
10001503,16.32,B2,
10001508,16.23,B2,
10001514,16.64,B2,
10001520,14.16,C1,
10001527,10.77,D2,
10001535,3.0,F3,
