Student_ID,Course_Grade_Point,Overall_Grade,Warning
10002055,10.11,D2,
10002058,8.93,E1,
10002067,6.15,E3,
10002075,7.44,E2,
10002084,6.95,E3,
10002092,20.66,A3,
10002097,11.43,D1,
10002103,9.63,D3,
10002115,4.78,F2,
10002118,19.86,A4,
10002132,15.92,B3,
10002137,15.18,B3,
10002140,13.86,C2,
10002147,12.04,C3,
10002157,13.11,C2,
10001426,7.21,E2,
10001427,17.37,B1,
10001428,17.06,B1,
10001429,14.82,C1,
10001430,14.5,C1,
10001432,16.0,B2,
10001434,13.94,C2,
10001435,12.31,C3,
10001437,15.78,B3,
10001438,8.42,E1,
10001439,19.1,A4,
10001440,11.25,D1,
10001441,19.07,A4,
10001444,10.1,D2,
10001445,9.05,D3,
10001446,12.91,C3,
10001447,11.54,D1,
10001448,15.1,B3,
10001449,20.41,A3,
10001450,15.85,B3,
10001451,11.25,D1,
10001452,8.82,E1,
10001453,4.82,F2,
10001454,8.89,E1,
10001455,5.95,F1,
10001456,9.86,D3,
10001457,17.01,B1,
10001458,13.13,C2,
10001459,16.06,B2,
10001460,11.29,D1,
10001462,19.01,A4,
10001463,10.64,D2,
10001464,15.12,B3,
10001466,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10001467,11.82,D1,
10001468,12.73,C3,
10001469,6.38,E3,
10001470,11.5,D1,
10001471,9.4,D3,
10001472,10.57,D2,
10001473,20.0,A3,
10001474,6.09,E3,
10001475,11.92,D1,
10001476,13.42,C2,
10001477,14.49,C1,
10001478,11.8,D1,
10001480,12.85,C3,
10001482,11.63,D1,
10001483,11.72,D1,
10001484,16.12,B2,
10001486,11.46,D1,
10001488,12.74,C3,
10001489,15.45,B3,
10001490,16.25,B2,
10001491,13.28,C2,
10001492,16.34,B2,
10001493,13.08,C2,
10001495,12.05,C3,
10001496,18.98,A5,
10001497,19.38,A4,
10001498,13.72,C2,
10001500,8.99,E1,
10001501,15.53,B3,
10001502,12.87,C3,
10001504,16.09,B2,
10001505,12.74,C3,
10001506,13.48,C2,
10001507,21.31,A2,
10001509,17.34,B1,
10001511,15.48,B3,
10001512,13.75,C2,
10001515,9.72,D3,
10001516,20.68,A3,
10001518,15.92,B3,
10001519,20.62,A3,
10001521,16.14,B2,
10001522,20.5,A3,
10001523,12.12,C3,
10001524,15.66,B3,
10001525,15.15,B3,
10001526,7.95,E2,
10001528,12.25,C3,
10001529,12.71,C3,
10001530,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10001531,3.28,F3,
10001534,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10001536,11.1,D1,
10001537,12.9,C3,
10001538,14.63,C1,
10001540,20.38,A3,
10001541,20.01,A3,
10001542,17.59,B1,
10001543,11.32,D1,
10001545,9.04,D3,
10001546,5.32,F1,
10001547,19.32,A4,
10001548,7.71,E2,
10001549,15.79,B3,
10001551,13.69,C2,
10001553,15.55,B3,
10001554,13.58,C2,
10001555,13.08,C2,
10001556,13.19,C2,
10001557,9.02,D3,
