Student_ID,Course_Grade_Point,Overall_Grade,Warning
10000735,10.68,D2,
10000736,8.38,E1,
10000758,15.02,B3,
10000759,4.83,F2,
10000762,2.28,G1,
10000788,10.72,D2,
10000821,19.31,A4,
10000826,13.5,C2,
10000833,15.94,B3,
10000838,13.32,C2,
10000844,12.92,C3,
10000853,11.35,D1,
10000888,10.64,D2,
10000903,8.19,E1,
10000913,13.38,C2,
10000922,13.91,C2,
10000929,9.79,D3,
10000936,17.56,B1,
10000945,12.11,C3,
10000962,12.74,C3,
10000967,15.89,B3,
10000970,5.23,F1,
10000977,9.42,D3,
10000983,19.44,A4,
10000999,15.65,B3,
10001006,11.01,D1,
10001022,9.58,D3,
10001036,19.98,A4,
10001039,15.21,B3,
10001040,9.28,D3,
10001041,10.1,D2,
10001042,19.75,A4,
10001045,15.46,B3,
10001047,9.32,D3,
10000020,19.82,A4,
10000021,12.85,C3,
10000024,13.9,C2,
10000026,15.43,B3,
10000027,19.41,A4,
10000028,21.41,A2,
10000029,10.33,D2,
10000030,11.34,D1,
10000031,12.33,C3,
10000032,13.57,C2,
10000033,7.15,E2,
10000034,5.65,F1,
10000035,14.97,C1,
10000036,12.0,C3,
10000037,8.25,E1,
10000038,9.59,D3,
10000039,5.22,F1,
10000041,10.78,D2,
10000043,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000044,14.48,C1,
10000045,19.6,A4,
10000046,16.87,B2,
10000048,16.84,B2,
10000049,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000050,15.86,B3,
10000051,14.91,C1,
10000052,14.65,C1,
10000053,17.66,B1,
10000054,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000055,13.42,C2,
10000056,12.56,C3,
10000057,14.38,C1,
10000058,11.72,D1,
10000059,12.94,C3,
10000060,15.64,B3,
10000061,5.03,F1,
10000062,11.48,D1,
10000064,7.7,E2,
10000065,8.61,E1,
10000066,10.38,D2,
10000067,14.93,C1,
10000068,19.1,A4,
10000069,15.19,B3,
10000072,6.63,E3,
10000073,7.19,E2,
10000074,12.96,C3,
10000075,12.2,C3,
10000078,14.36,C1,
10000079,16.35,B2,
10000080,16.64,B2,
10000187,20.49,A3,
10000205,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000208,15.0,B3,
10000230,21.42,A2,
10000231,5.07,F1,
10000238,13.53,C2,
10000248,5.67,F1,
10000255,11.6,D1,
10000261,12.77,C3,
10000273,14.79,C1,
10000274,12.08,C3,
10000288,6.06,E3,
10000303,9.52,D3,
10000304,13.68,C2,
10000307,20.14,A3,
10000314,16.08,B2,
10000332,6.94,E3,
10000336,11.41,D1,
10000337,20.84,A3,
10000362,3.09,F3,
10000368,10.58,D2,
10000379,6.65,E3,
10000384,9.74,D3,
10000396,10.85,D2,
10000401,19.4,A4,
10000402,3.59,F3,
10000410,15.02,B3,
10000412,13.53,C2,
10000416,14.06,C1,
10000417,15.43,B3,
10000426,9.4,D3,
10000433,15.77,B3,
10000452,18.89,A5,
10000455,14.91,C1,
10000466,9.99,D3,
