Student_ID,Course_Grade_Point,Overall_Grade,Warning
10002430,18.35,A5,
10002435,9.85,D3,
10002438,12.63,C3,
10002443,11.91,D1,
10002447,3.43,F3,
10002455,15.03,B3,
10002456,13.24,C2,
10002460,16.3,B2,
10002465,16.62,B2,
10002472,11.17,D1,
10002478,9.8,D3,
10001219,13.7,C2,
10001220,13.8,C2,
10001223,11.21,D1,
10001224,15.26,B3,
10001225,9.18,D3,
10001226,20.43,A3,
10001227,12.93,C3,
10001228,13.44,C2,
10001229,15.09,B3,
10001230,19.15,A4,
10001232,1.25,G1,
10001233,11.58,D1,
10001234,12.9,C3,
10001235,14.86,C1,
10001236,16.01,B2,
10001237,10.95,D2,
10001239,12.93,C3,
10001242,14.53,C1,
10001243,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10001244,15.38,B3,
10001245,13.56,C2,
10001248,5.03,F1,
10001249,17.79,B1,
10001251,7.84,E2,
10001253,7.67,E2,
10001255,9.71,D3,
10001256,21.04,A2,
10001258,13.54,C2,
10001259,5.68,F1,
10001260,14.01,C1,
10001262,10.41,D2,
10001264,8.48,E1,
10001265,13.04,C2,
10001266,9.87,D3,
10001267,10.78,D2,
10001269,13.28,C2,
10001270,11.71,D1,
10001271,8.65,E1,
10001273,14.03,C1,
10001275,12.29,C3,
10001277,19.65,A4,
10001278,14.94,C1,
10001280,14.45,C1,
10001281,20.07,A3,
10001282,9.53,D3,
10001283,3.84,F3,
10001285,8.58,E1,
10001286,10.22,D2,
10001287,15.71,B3,
10001288,7.99,E2,
10001289,13.88,C2,
10001293,20.19,A3,
10001294,8.22,E1,
10001295,20.2,A3,
10001296,10.34,D2,
10001297,2.19,G1,
10001299,2.9,G1,
10001300,9.16,D3,
10001301,11.49,D1,
10001305,11.32,D1,
10001306,17.82,B1,
10001308,13.09,C2,
10001311,3.87,F3,
10001890,11.75,D1,
10001891,20.55,A3,
10001897,10.42,D2,
10001899,15.75,B3,
10001900,8.89,E1,
10001903,20.91,A3,
10001918,7.99,E2,
10001949,8.26,E1,
