Student_ID,Course_Grade_Point,Overall_Grade,Warning
10003922,21.2,A2,
10003944,10.03,D2,
10003947,14.3,C1,
10003948,10.38,D2,
10003950,14.65,C1,
10003960,15.76,B3,
10003962,14.44,C1,
10003964,11.73,D1,
10003967,15.68,B3,
10003973,12.07,C3,
10003977,19.75,A4,
10003985,9.0,D3,
10004079,6.17,E3,
10004080,4.98,F2,
10004084,21.31,A2,
10004087,11.42,D1,
10004097,14.39,C1,
10004106,5.78,F1,
10004117,14.32,C1,
10003504,19.21,A4,
10003505,11.47,D1,
10003507,8.27,E1,
10003508,16.28,B2,
10003510,16.68,B2,
10003511,15.96,B3,
10003513,15.23,B3,
10003514,14.99,C1,
10003515,16.97,B2,
10003517,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10003518,13.11,C2,
10003519,8.26,E1,
10003520,20.34,A3,
10003522,18.21,A5,
10003523,15.46,B3,
10003528,1.92,G1,
10003529,14.87,C1,
10003530,20.93,A3,
10003531,19.43,A4,
10003532,13.53,C2,
10003533,10.85,D2,
10003534,19.29,A4,
10003535,13.53,C2,
10003536,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10003537,20.95,A3,
10003540,20.89,A3,
10003541,6.99,E3,
10003542,19.68,A4,
10003545,13.43,C2,
10003546,14.07,C1,
10003547,12.25,C3,
10003548,10.95,D2,
10003551,13.02,C2,
10003552,7.72,E2,
10003553,19.63,A4,
10003554,20.29,A3,
10003555,12.88,C3,
10003556,10.72,D2,
10003557,13.83,C2,
10003559,12.76,C3,
10003560,19.55,A4,
10003561,14.64,C1,
10003643,11.29,D1,
10003644,20.32,A3,
10003645,13.58,C2,
10003646,15.48,B3,
10003648,8.74,E1,
10003650,21.6,A2,
10003651,15.31,B3,
10003653,14.27,C1,
10003657,21.73,A2,
10003658,9.26,D3,
10003659,11.68,D1,
10003660,17.17,B1,
10003662,19.11,A4,
10003663,6.97,E3,
10003665,16.33,B2,
10003666,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10003668,11.52,D1,
10003670,8.43,E1,
10003671,7.16,E2,
10003672,14.43,C1,
10003673,14.08,C1,
10003675,13.06,C2,
10003677,14.29,C1,
10003678,20.53,A3,
10003679,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10003680,12.05,C3,
10003681,5.49,F1,
10003682,16.48,B2,
10003684,9.49,D3,
