Student_ID,Course_Grade_Point,Overall_Grade,Warning
10003869,15.67,B3,
10003871,10.63,D2,
10003896,20.1,A3,
10003907,15.95,B3,
10003909,10.66,D2,
10003913,10.84,D2,
10003916,15.31,B3,
10003917,10.08,D2,
10003989,10.93,D2,
10003993,9.58,D3,
10004007,15.48,B3,
10004009,14.4,C1,
10004010,21.01,A2,
10004025,15.14,B3,
10004026,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002908,14.2,C1,
10002909,13.86,C2,
10002910,16.42,B2,
10002913,12.0,C3,
10002914,19.94,A4,
10002915,21.43,A2,
10002916,8.36,E1,
10002918,14.21,C1,
10002919,11.53,D1,
10002920,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002921,10.81,D2,
10002922,15.0,B3,
10002923,9.16,D3,
10002924,20.26,A3,
10002925,11.1,D1,
10002926,15.8,B3,
10002927,11.04,D1,
10002928,11.53,D1,
10002929,11.73,D1,
10002930,13.67,C2,
10002932,20.72,A3,
10002933,8.74,E1,
10002934,18.87,A5,
10002936,13.42,C2,
10002937,10.22,D2,
10002938,19.8,A4,
10002940,12.92,C3,
10002941,12.85,C3,
10002942,5.5,F1,
10002943,18.77,A5,
10002944,18.83,A5,
10002945,18.86,A5,
10002946,15.48,B3,
10002947,11.07,D1,
10002950,12.68,C3,
10002951,15.3,B3,
10002953,9.7,D3,
10002954,7.2,E2,
10002956,11.53,D1,
10002958,10.19,D2,
10002959,3.66,F3,
10002960,12.08,C3,
10002962,12.68,C3,
10002963,9.29,D3,
10002964,19.52,A4,
10002965,20.22,A3,
10002967,15.33,B3,
10002970,11.61,D1,
10002971,5.67,F1,
10002972,19.9,A4,
10002974,18.83,A5,
10002975,15.23,B3,
10002976,7.29,E2,
10002977,5.68,F1,
10002978,15.21,B3,
10002979,20.11,A3,
10002981,9.43,D3,
10002982,3.56,F3,
10002983,11.48,D1,
10002984,20.94,A3,
10002985,8.22,E1,
10002988,10.24,D2,
10002989,10.17,D2,
10002991,13.15,C2,
10002992,20.65,A3,
10002993,13.08,C2,
10002997,4.81,F2,
10002998,15.58,B3,
10002999,11.46,D1,
10003000,19.87,A4,
10003001,4.87,F2,
10003002,13.88,C2,
10003005,19.76,A4,
10003007,12.9,C3,
10003008,13.21,C2,
10003009,11.5,D1,
10003011,14.11,C1,
10003077,15.8,B3,
10003078,12.04,C3,
10003079,3.65,F3,
10003081,20.2,A3,
10003083,2.64,G1,
10003084,13.53,C2,
10003085,14.53,C1,
10003086,6.5,E3,
10003087,6.34,E3,
10003088,14.07,C1,
10003089,12.97,C3,
10003090,17.59,B1,
10003091,8.15,E1,
10003094,11.67,D1,
10003097,8.68,E1,
10003100,9.67,D3,
10003103,15.5,B3,
10003104,13.94,C2,
10003105,13.77,C2,
10003107,10.95,D2,
10003108,9.62,D3,
10003110,15.12,B3,
10003111,14.59,C1,
10003112,9.92,D3,
10003116,9.29,D3,
10003117,21.13,A2,
10003415,11.23,D1,
10003419,16.92,B2,
10003422,14.71,C1,
10003424,8.63,E1,
10003430,8.84,E1,
10003435,20.45,A3,
10003436,14.43,C1,
10003443,2.99,G1,
10003451,7.69,E2,
10003452,21.1,A2,
10003454,14.94,C1,
10003463,15.38,B3,
10003469,6.79,E3,
10003484,17.2,B1,
10003488,11.09,D1,
10003492,12.73,C3,
10003498,5.67,F1,
10003502,14.26,C1,
10003567,10.33,D2,
10003576,5.42,F1,
10003585,8.92,E1,
10003586,19.45,A4,
10003590,12.35,C3,
10003595,19.88,A4,
10003597,20.02,A3,
