Student_ID,Course_Grade_Point,Overall_Grade,Warning
10004027,14.93,C1,
10004031,16.1,B2,
10004037,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10004039,8.11,E1,
10004040,11.01,D1,
10004041,16.68,B2,
10004042,9.49,D3,
10004052,1.62,G1,
10004055,5.17,F1,
10004063,7.62,E2,
10003598,20.64,A3,
10003599,10.4,D2,
10003601,11.68,D1,
10003603,14.8,C1,
10003604,10.44,D2,
10003608,12.48,C3,
10003610,10.14,D2,
10003611,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10003612,10.56,D2,
10003615,9.86,D3,
10003616,9.5,D3,
10003617,9.08,D3,
10003618,19.63,A4,
10003619,13.17,C2,
10003620,11.5,D1,
10003621,13.69,C2,
10003623,21.53,A2,
10003625,16.13,B2,
10003627,17.26,B1,
10003628,8.97,E1,
10003629,12.66,C3,
10003630,20.01,A3,
10003631,14.42,C1,
10003634,3.92,F3,
10003636,9.83,D3,
10003638,12.98,C3,
10003639,21.71,A2,
