Student_ID,Course_Grade_Point,Overall_Grade,Warning
10001315,8.01,E1,
10001318,15.47,B3,
10001325,2.8,G1,
10001335,15.24,B3,
10001336,10.4,D2,
10001350,8.65,E1,
10001354,13.54,C2,
10001360,11.81,D1,
10001362,11.18,D1,
10001364,20.99,A3,
10001369,16.47,B2,
10001377,18.26,A5,
10001388,13.06,C2,
10001389,10.52,D2,
10001403,19.77,A4,
10001410,19.86,A4,
10001411,13.92,C2,
10001421,19.65,A4,
10000185,15.97,B3,
10000186,9.16,D3,
10000188,13.47,C2,
10000189,14.85,C1,
10000190,14.44,C1,
10000191,12.41,C3,
10000192,14.65,C1,
10000193,20.06,A3,
10000194,13.07,C2,
10000195,14.76,C1,
10000196,6.58,E3,
10000197,7.49,E2,
10000198,20.52,A3,
10000199,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000200,7.49,E2,
10000201,12.24,C3,
10000202,19.63,A4,
10000203,2.54,G1,
10000204,11.47,D1,
10000206,9.75,D3,
10000207,12.02,C3,
10000209,20.25,A3,
10000210,13.65,C2,
10000211,15.61,B3,
10000212,16.11,B2,
10000213,12.16,C3,
10000214,12.34,C3,
10000215,5.83,F1,
10000216,20.47,A3,
10000217,14.12,C1,
10000218,15.52,B3,
10000219,4.84,F2,
10000221,15.6,B3,
10000222,12.44,C3,
10000223,14.49,C1,
10000224,16.0,B2,
10000226,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000227,14.18,C1,
10000228,5.19,F1,
10000229,9.11,D3,
10000232,9.31,D3,
10000233,3.17,F3,
10000236,16.42,B2,
10000237,15.8,B3,
10000239,13.62,C2,
10000240,18.9,A5,
10000241,16.05,B2,
10000242,7.51,E2,
10000243,15.57,B3,
10000244,10.05,D2,
10000245,14.46,C1,
10000246,16.03,B2,
10000247,3.42,F3,
10000249,7.97,E2,
10000250,10.32,D2,
10000251,14.82,C1,
10000252,13.22,C2,
10000253,11.67,D1,
10000254,9.34,D3,
10000256,11.34,D1,
10000257,19.89,A4,
10000258,11.14,D1,
10000259,11.18,D1,
10000260,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000262,6.72,E3,
10000263,18.68,A5,
10000264,15.59,B3,
10000265,11.77,D1,
10000266,12.63,C3,
10000267,12.91,C3,
10000268,19.37,A4,
10000269,8.27,E1,
10000270,14.44,C1,
10000271,9.96,D3,
10000275,9.78,D3,
10000276,5.74,F1,
10000277,13.12,C2,
10000278,11.15,D1,
10000279,15.46,B3,
10000280,12.52,C3,
10000281,13.26,C2,
10000282,13.52,C2,
10000283,16.8,B2,
10000284,13.37,C2,
10000285,21.12,A2,
10000286,17.19,B1,
10000287,7.05,E2,
10000289,20.04,A3,
10000290,14.35,C1,
10000291,15.53,B3,
10000292,9.32,D3,
10000293,9.11,D3,
10000294,2.24,G1,
10000295,14.91,C1,
10000296,15.38,B3,
10000297,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000299,11.12,D1,
10000300,4.8,F2,
10000301,10.6,D2,
10000302,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000305,11.06,D1,
10000306,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000308,19.93,A4,
10000309,19.97,A4,
10000310,10.7,D2,
10000311,12.38,C3,
10000312,10.11,D2,
10000313,8.77,E1,
10000315,11.04,D1,
10000317,15.18,B3,
10000318,6.61,E3,
10000319,11.09,D1,
10000321,16.07,B2,
10000322,14.91,C1,
10000324,11.99,D1,
10000325,10.82,D2,
10000326,13.9,C2,
10000327,10.49,D2,
10000328,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000329,15.45,B3,
10000330,19.19,A4,
10000331,19.94,A4,
10000333,9.89,D3,
10000334,13.59,C2,
10000335,10.21,D2,
10000338,20.91,A3,
10000339,14.99,C1,
10000340,0.96,G2,
10000342,10.07,D2,
10000343,3.1,F3,
10000344,15.93,B3,
10000345,12.68,C3,
10000346,19.9,A4,
10000348,8.11,E1,
10000349,13.68,C2,
10000350,9.45,D3,
10000351,15.78,B3,
10000352,1.01,G1,
10000353,9.64,D3,
10000354,7.94,E2,
10000355,10.35,D2,
10000356,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000357,20.88,A3,
10000358,10.59,D2,
10000359,12.86,C3,
10000360,9.55,D3,
10000361,10.96,D2,
10000363,13.62,C2,
10000364,16.34,B2,
10000365,13.37,C2,
10000366,19.62,A4,
10000367,5.83,F1,
10000369,17.26,B1,
10000370,13.89,C2,
10000371,14.21,C1,
10000372,15.61,B3,
10000373,10.06,D2,
10000374,15.49,B3,
10000375,18.6,A5,
10000376,15.64,B3,
10000377,13.73,C2,
10000378,5.76,F1,
10000380,13.97,C2,
10000381,9.7,D3,
10000382,13.47,C2,
10000383,1.59,G1,
10000385,2.44,G1,
10000386,18.75,A5,
10000387,3.67,F3,
10000388,13.3,C2,
10000389,6.16,E3,
10000390,16.72,B2,
10000391,20.18,A3,
10000392,16.91,B2,
10000393,12.16,C3,
10000394,16.3,B2,
10000395,11.64,D1,
10000397,15.33,B3,
10000399,15.3,B3,
10000400,11.1,D1,
10000404,10.16,D2,
10000405,9.09,D3,
10000406,11.18,D1,
10000407,14.79,C1,
10000408,19.91,A4,
10000409,8.03,E1,
10000413,10.81,D2,
10000414,15.48,B3,
10000415,15.18,B3,
10000418,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000419,20.47,A3,
10000421,1.75,G1,
10000422,12.59,C3,
10000423,6.88,E3,
10000424,11.56,D1,
10000425,16.95,B2,
10000427,19.17,A4,
10000428,17.25,B1,
10000429,13.09,C2,
10000430,9.4,D3,
10000431,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000432,15.69,B3,
10000434,15.23,B3,
10000435,14.93,C1,
10000436,5.39,F1,
10000437,10.29,D2,
10000438,13.75,C2,
10000439,20.58,A3,
10000440,12.17,C3,
10000441,11.9,D1,
10000442,14.01,C1,
10000443,8.8,E1,
10000444,10.65,D2,
10000445,11.07,D1,
10000446,15.77,B3,
10000447,16.56,B2,
10000448,20.68,A3,
10000450,14.1,C1,
10000453,16.76,B2,
10000454,8.4,E1,
10000456,11.83,D1,
10000457,15.35,B3,
10000458,13.7,C2,
10000459,11.01,D1,
10000460,19.18,A4,
10000461,8.09,E1,
10000462,10.09,D2,
10000463,19.77,A4,
10000464,15.27,B3,
10000465,15.19,B3,
10000467,12.05,C3,
10000468,20.29,A3,
10000469,14.47,C1,
10000470,12.56,C3,
10000471,15.77,B3,
10000472,12.68,C3,
10000473,8.66,E1,
10000474,8.07,E1,
10000475,8.76,E1,
10000476,4.33,F2,
10000711,16.38,B2,
10000712,14.0,C1,
10000713,11.96,D1,
10000720,21.27,A2,
10000728,8.8,E1,
10000737,15.39,B3,
10000742,11.09,D1,
10000744,19.19,A4,
10000752,16.22,B2,
10000760,11.03,D1,
10000768,4.72,F2,
10000770,13.36,C2,
10000771,11.13,D1,
10000772,14.03,C1,
10000774,9.47,D3,
10000775,14.0,C1,
10000779,12.09,C3,
10000789,16.3,B2,
10000795,14.68,C1,
10000816,11.72,D1,
10000817,15.73,B3,
10000823,13.94,C2,
10000829,18.25,A5,
10000837,20.09,A3,
10000842,11.89,D1,
10000849,3.66,F3,
10000859,14.86,C1,
10000870,12.36,C3,
10000876,15.41,B3,
10000885,10.9,D2,
10000891,9.84,D3,
10000898,21.19,A2,
10000906,20.83,A3,
10000910,4.7,F2,
10000912,8.9,E1,
10000914,16.04,B2,
10000915,19.45,A4,
10000924,13.37,C2,
10000927,13.04,C2,
10000930,15.48,B3,
10000931,10.17,D2,
10000932,4.7,F2,
10000940,12.44,C3,
10000943,6.33,E3,
10000948,13.91,C2,
10000958,8.84,E1,
10000961,10.83,D2,
10000963,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000969,9.74,D3,
10000976,9.39,D3,
10000997,12.13,C3,
10001000,8.69,E1,
10001010,11.12,D1,
10001011,14.87,C1,
10001015,13.39,C2,
10001025,14.88,C1,
10001030,19.33,A4,
