Academic_Year,Student_ID,Course_Code,Credits,Semester
2024/25,10003359,GS1001,15,Sem1
2024/25,10003359,GS1002,15,Sem1
2024/25,10003359,B1003,15,Sem1
2024/25,10003359,B1004,15,Sem1
2024/25,10003359,B1501,15,Sem2
2024/25,10003359,B1502,15,Sem2
2024/25,10003359,B1503,15,Sem2
2024/25,10003359,B1504,15,Sem2
2024/25,10003360,B2002,15,Sem1
2024/25,10003360,B2004,15,Sem1
2024/25,10003360,B2006,15,Sem1
2024/25,10003360,B2007,15,Sem1
2024/25,10003360,B2501,15,Sem2
2024/25,10003360,B2502,15,Sem2
2024/25,10003360,B2503,15,Sem2
2024/25,10003360,B2504,15,Sem2
2024/25,10003361,GS1001,15,Sem1
2024/25,10003361,GS1002,15,Sem1
2024/25,10003361,B1003,15,Sem1
2024/25,10003361,B1004,15,Sem1
2024/25,10003361,B1501,15,Sem2
2024/25,10003361,B1502,15,Sem2
2024/25,10003361,B1503,15,Sem2
2024/25,10003361,B1504,15,Sem2
2024/25,10003362,GS1001,15,Sem1
2024/25,10003362,GS1002,15,Sem1
2024/25,10003362,B1003,15,Sem1
2024/25,10003362,B1004,15,Sem1
2024/25,10003362,B1501,15,Sem2
2024/25,10003362,B1502,15,Sem2
2024/25,10003362,B1503,15,Sem2
2024/25,10003362,B1504,15,Sem2
2024/25,10003363,GS1001,15,Sem1
2024/25,10003363,GS1002,15,Sem1
2024/25,10003363,B1003,15,Sem1
2024/25,10003363,B1004,15,Sem1
2024/25,10003363,B1501,15,Sem2
2024/25,10003363,B1502,15,Sem2
2024/25,10003363,B1503,15,Sem2
2024/25,10003363,B1504,15,Sem2
2024/25,10003364,GS1001,15,Sem1
2024/25,10003364,GS1002,15,Sem1
2024/25,10003364,B1003,15,Sem1
2024/25,10003364,B1004,15,Sem1
2024/25,10003364,B1501,15,Sem2
2024/25,10003364,B1502,15,Sem2
2024/25,10003364,B1503,15,Sem2
2024/25,10003364,B1504,15,Sem2
2024/25,10003365,GS1001,15,Sem1
2024/25,10003365,GS1002,15,Sem1
2024/25,10003365,B1003,15,Sem1
2024/25,10003365,B1004,15,Sem1
2024/25,10003365,B1501,15,Sem2
2024/25,10003365,B1502,15,Sem2
2024/25,10003365,B1503,15,Sem2
2024/25,10003365,B1504,15,Sem2
2024/25,10003366,GS1001,15,Sem1
2024/25,10003366,GS1002,15,Sem1
2024/25,10003366,B1003,15,Sem1
2024/25,10003366,B1004,15,Sem1
2024/25,10003366,B1501,15,Sem2
2024/25,10003366,B1502,15,Sem2
2024/25,10003366,B1503,15,Sem2
2024/25,10003366,B1504,15,Sem2
2024/25,10003367,GS1001,15,Sem1
2024/25,10003367,GS1002,15,Sem1
2024/25,10003367,B1003,15,Sem1
2024/25,10003367,B1004,15,Sem1
2024/25,10003367,B1501,15,Sem2
2024/25,10003367,B1502,15,Sem2
2024/25,10003367,B1503,15,Sem2
2024/25,10003367,B1504,15,Sem2
2024/25,10003368,B3001,15,Sem1
2024/25,10003368,B3002,15,Sem1
2024/25,10003368,B3009,15,Sem1
2024/25,10003368,B3010,15,Sem1
2024/25,10003368,B3507,15,Sem2
2024/25,10003368,B3508,30,Sem2
2024/25,10003368,B3511,15,Sem2
2024/25,10003368,B3512,15,Sem2
2024/25,10003369,B3001,15,Sem1
2024/25,10003369,B3002,15,Sem1
2024/25,10003369,B3009,15,Sem1
2024/25,10003369,B3010,15,Sem1
2024/25,10003369,B3507,15,Sem2
2024/25,10003369,B3508,30,Sem2
2024/25,10003369,B3511,15,Sem2
2024/25,10003369,B3512,15,Sem2
2024/25,10003370,GS1001,15,Sem1
2024/25,10003370,GS1002,15,Sem1
2024/25,10003370,B1003,15,Sem1
2024/25,10003370,B1004,15,Sem1
2024/25,10003370,B1501,15,Sem2
2024/25,10003370,B1502,15,Sem2
2024/25,10003370,B1503,15,Sem2
2024/25,10003370,B1504,15,Sem2
2024/25,10003371,GS1001,15,Sem1
2024/25,10003371,GS1002,15,Sem1
2024/25,10003371,B1003,15,Sem1
2024/25,10003371,B1004,15,Sem1
2024/25,10003371,B1501,15,Sem2
2024/25,10003371,B1502,15,Sem2
2024/25,10003371,B1503,15,Sem2
2024/25,10003371,B1504,15,Sem2
2024/25,10003372,GS1001,15,Sem1
2024/25,10003372,GS1002,15,Sem1
2024/25,10003372,B1003,15,Sem1
2024/25,10003372,B1004,15,Sem1
2024/25,10003372,B1501,15,Sem2
2024/25,10003372,B1502,15,Sem2
2024/25,10003372,B1503,15,Sem2
2024/25,10003372,B1504,15,Sem2
2024/25,10003373,GS1001,15,Sem1
2024/25,10003373,GS1002,15,Sem1
2024/25,10003373,B1003,15,Sem1
