Student_ID,Course_Grade_Point,Overall_Grade,Warning
10000623,11.12,D1,
10000624,10.1,D2,
10000625,8.55,E1,
10000626,10.85,D2,
10000628,0.88,G2,
10000629,10.07,D2,
10000631,14.72,C1,
10000632,13.58,C2,
10000634,9.4,D3,
10000635,8.29,E1,
10000636,12.69,C3,
10000638,20.15,A3,
10000639,16.5,B2,
10000640,12.45,C3,
10000641,15.07,B3,
10000642,9.56,D3,
10000643,21.29,A2,
10000646,8.09,E1,
10000647,19.09,A4,
10000648,13.0,C2,
10000649,11.15,D1,
10000650,14.28,C1,
10000652,13.83,C2,
10000654,10.68,D2,
10000655,10.71,D2,
10000656,8.08,E1,
10000657,10.98,D2,
10000659,19.86,A4,
10000660,15.6,B3,
10000662,6.97,E3,
10000663,0.73,G2,
10000664,14.31,C1,
10000665,8.49,E1,
10000666,7.78,E2,
10000667,8.46,E1,
10000668,14.83,C1,
10000671,20.76,A3,
10000672,15.34,B3,
10000673,13.02,C2,
10000674,12.98,C3,
10000675,15.69,B3,
10000676,14.14,C1,
10000677,20.13,A3,
10000678,7.22,E2,
10000679,20.66,A3,
10000680,16.07,B2,
10000681,8.91,E1,
10000685,13.77,C2,
10000686,20.26,A3,
10000689,14.82,C1,
10000690,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000691,15.79,B3,
10000692,12.78,C3,
10000695,19.49,A4,
10000696,18.42,A5,
10000697,10.35,D2,
10000701,11.21,D1,
10000703,11.42,D1,
10000705,15.49,B3,
10000707,13.66,C2,
10000708,21.09,A2,
10000709,10.06,D2,
10000710,9.94,D3,
10000714,15.03,B3,
10000715,9.56,D3,
10000716,9.81,D3,
10000717,20.32,A3,
10000718,12.23,C3,
10000719,5.85,F1,
10000721,18.85,A5,
10000722,13.59,C2,
10000723,12.61,C3,
10000724,10.96,D2,
10000725,14.05,C1,
10000726,12.67,C3,
10000727,20.07,A3,
10000729,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10000730,19.99,A4,
10000731,9.22,D3,
10000732,1.92,G1,
10000733,9.91,D3,
10000734,19.67,A4,
10000738,13.41,C2,
10000739,13.96,C2,
10000740,9.96,D3,
