Student_ID,Course_Grade_Point,Overall_Grade,Warning
10003029,11.31,D1,
10003030,10.41,D2,
10003057,19.55,A4,
10003068,12.66,C3,
10003175,15.4,B3,
10003178,13.53,C2,
10003181,5.95,F1,
10003189,15.07,B3,
10003196,19.59,A4,
10003197,19.61,A4,
10003201,13.81,C2,
10003211,9.9,D3,
10002160,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002161,21.01,A2,
10002163,13.97,C2,
10002164,15.27,B3,
10002166,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002168,9.31,D3,
10002169,8.4,E1,
10002170,5.28,F1,
10002172,16.14,B2,
10002173,8.19,E1,
10002178,19.76,A4,
10002181,10.0,D2,
10002183,6.54,E3,
10002184,14.96,C1,
10002185,14.73,C1,
10002186,11.21,D1,
10002189,16.76,B2,
10002192,13.96,C2,
10002193,21.11,A2,
10002194,5.12,F1,
10002195,13.16,C2,
10002196,10.37,D2,
10002197,14.5,C1,
10002198,14.36,C1,
10002199,20.27,A3,
10002200,14.25,C1,
10002201,4.79,F2,
10002202,10.39,D2,
10002203,12.43,C3,
10002204,8.23,E1,
10002205,11.25,D1,
10002206,15.81,B3,
10002207,5.71,F1,
10002208,11.06,D1,
10002209,11.47,D1,
10002210,14.94,C1,
10002211,15.36,B3,
10002212,11.06,D1,
10002213,15.05,B3,
10002214,11.66,D1,
10002215,20.63,A3,
10002216,9.37,D3,
10002217,8.37,E1,
10002218,15.46,B3,
10002219,2.26,G1,
10002220,11.54,D1,
10002222,7.54,E2,
10002223,14.06,C1,
10002225,14.18,C1,
10002228,15.08,B3,
10002230,10.09,D2,
10002232,21.26,A2,
10002234,15.3,B3,
10002235,16.24,B2,
10002237,9.31,D3,
10002238,17.24,B1,
10002239,9.41,D3,
10002240,15.37,B3,
10002243,13.74,C2,
10002244,16.09,B2,
10002246,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002248,13.55,C2,
10002249,9.45,D3,
10002250,15.32,B3,
10002251,10.4,D2,
10002252,3.66,F3,
10002255,11.52,D1,
10002256,11.42,D1,
10002257,20.02,A3,
10002258,14.95,C1,
10002259,7.79,E2,
10002262,10.41,D2,
10002263,10.09,D2,
10002264,8.36,E1,
10002265,14.66,C1,
10002266,8.49,E1,
10002267,12.91,C3,
10002268,13.9,C2,
10002269,18.5,A5,
10002670,19.55,A4,
10002676,20.34,A3,
10002681,5.3,F1,
10002682,20.64,A3,
10002683,10.33,D2,
10002688,9.61,D3,
10002689,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002696,19.19,A4,
10002700,13.07,C2,
10002702,13.31,C2,
10002707,17.38,B1,
10002711,10.88,D2,
10002718,11.45,D1,
10002720,8.7,E1,
10002725,8.86,E1,
