Student_ID,Course_Grade_Point,Overall_Grade,Warning
10003013,21.2,A2,
10003014,17.23,B1,
10003015,2.32,G1,
10003016,13.44,C2,
10003017,13.7,C2,
10003018,2.92,G1,
10003019,14.3,C1,
10003020,9.45,D3,
10003022,19.9,A4,
10003023,13.83,C2,
10003026,19.3,A4,
10003027,14.34,C1,
10003028,8.83,E1,
10003031,16.75,B2,
10003032,21.24,A2,
10003034,17.58,B1,
10003035,13.22,C2,
10003037,19.56,A4,
10003038,12.8,C3,
10003039,16.58,B2,
10003041,14.84,C1,
10003042,20.91,A3,
10003043,13.31,C2,
10003044,20.41,A3,
10003045,10.66,D2,
10003048,14.53,C1,
10003049,17.29,B1,
10003050,19.63,A4,
10003051,7.0,E2,
10003052,4.76,F2,
10003053,7.69,E2,
10003054,10.22,D2,
10003055,13.62,C2,
10003056,13.92,C2,
10003058,17.29,B1,
10003059,15.12,B3,
10003060,20.54,A3,
10003062,14.88,C1,
10003063,15.82,B3,
10003064,19.93,A4,
10003066,16.23,B2,
10003067,9.9,D3,
10003070,21.05,A2,
10003074,9.61,D3,
10003075,9.87,D3,
10003076,16.3,B2,
10003165,16.3,B2,
10003167,10.96,D2,
10003169,14.88,C1,
10003171,19.42,A4,
10003173,8.11,E1,
10003174,11.04,D1,
10003176,4.65,F2,
10003177,15.58,B3,
10003179,15.61,B3,
10003180,11.71,D1,
10003182,14.59,C1,
10003184,17.63,B1,
10003185,11.99,D1,
10003186,14.35,C1,
10003188,11.07,D1,
10003191,15.86,B3,
10003192,11.08,D1,
10003194,8.94,E1,
10003195,9.89,D3,
10003198,7.36,E2,
10003199,14.11,C1,
10003200,16.01,B2,
10003202,17.93,B1,
10003203,6.42,E3,
10003204,12.38,C3,
10003205,8.62,E1,
10003207,9.63,D3,
10003208,9.16,D3,
10003209,14.58,C1,
10003210,10.96,D2,
10003212,9.25,D3,
10003213,12.91,C3,
