Student_ID,Course_Grade_Point,Overall_Grade,Warning
10003118,2.92,G1,
10003119,13.19,C2,
10003134,12.79,C3,
10003139,8.2,E1,
10003144,12.9,C3,
10003145,8.53,E1,
10003150,11.41,D1,
10003152,11.8,D1,
10003156,15.86,B3,
10002596,15.25,B3,
10002597,9.48,D3,
10002598,21.34,A2,
10002599,11.74,D1,
10002601,12.36,C3,
10002602,10.5,D2,
10002604,20.67,A3,
10002605,12.91,C3,
10002606,13.26,C2,
10002607,20.33,A3,
10002608,16.64,B2,
10002612,13.14,C2,
10002615,16.19,B2,
10002616,20.26,A3,
10002617,13.64,C2,
10002620,14.94,C1,
10002621,11.38,D1,
10002622,11.63,D1,
10002623,10.53,D2,
10002625,12.38,C3,
10002626,19.99,A4,
10002628,4.02,F2,
10002629,18.63,A5,
10002630,10.79,D2,
10002631,21.0,A2,
10002633,9.27,D3,
10002635,1.47,G1,
10002636,12.04,C3,
10002637,14.54,C1,
10002638,2.38,G1,
10002639,13.99,C2,
10002641,4.14,F2,
10002642,15.45,B3,
10002644,8.82,E1,
10002645,11.4,D1,
10002646,11.48,D1,
10002648,15.3,B3,
10002649,8.9,E1,
10002650,8.91,E1,
10002651,10.67,D2,
10002652,13.99,C2,
10002653,19.9,A4,
10002655,12.31,C3,
10002656,11.4,D1,
10002658,12.37,C3,
10002660,14.0,C1,
10002661,17.05,B1,
