Student_ID,Course_Grade_Point,Overall_Grade,Warning
10003120,13.73,C2,
10003127,3.19,F3,
10003137,11.42,D1,
10003142,21.35,A2,
10003164,13.68,C2,
10002052,9.79,D3,
10002053,8.29,E1,
10002054,15.65,B3,
10002056,16.39,B2,
10002059,15.76,B3,
10002060,15.74,B3,
10002061,14.53,C1,
10002062,14.34,C1,
10002063,16.24,B2,
10002064,17.16,B1,
10002065,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002066,13.71,C2,
10002068,15.38,B3,
10002069,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002071,16.64,B2,
10002073,15.61,B3,
10002074,20.98,A3,
10002076,9.71,D3,
10002077,14.98,C1,
10002079,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002080,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002081,6.0,E3,
10002083,10.43,D2,
10002085,11.24,D1,
10002086,11.56,D1,
10002087,10.97,D2,
10002088,20.35,A3,
10002089,16.14,B2,
10002091,8.77,E1,
10002093,8.08,E1,
10002094,NP,NP,NO PAPER - FOLLOW UP REQUIRED
10002095,8.6,E1,
10002096,9.19,D3,
10002098,19.14,A4,
10002099,14.88,C1,
10002100,8.32,E1,
10002101,10.9,D2,
10002102,9.31,D3,
10002104,11.41,D1,
10002105,19.43,A4,
10002106,1.56,G1,
10002107,9.44,D3,
10002108,15.46,B3,
10002109,11.08,D1,
10002110,17.34,B1,
10002111,5.06,F1,
10002112,10.75,D2,
10002113,14.34,C1,
10002114,15.66,B3,
10002116,12.68,C3,
10002117,7.13,E2,
10002119,19.28,A4,
10002120,14.63,C1,
10002121,14.83,C1,
10002124,17.84,B1,
10002125,4.72,F2,
10002126,4.63,F2,
10002128,15.5,B3,
10002129,13.23,C2,
10002130,8.63,E1,
10002131,19.2,A4,
10002133,13.5,C2,
10002134,13.92,C2,
10002135,15.67,B3,
10002138,12.54,C3,
10002139,10.47,D2,
10002142,9.85,D3,
10002143,12.42,C3,
10002144,20.39,A3,
10002145,18.55,A5,
10002148,12.53,C3,
10002149,11.03,D1,
10002150,13.92,C2,
10002151,10.78,D2,
10002152,15.07,B3,
10002153,11.67,D1,
10002154,16.27,B2,
10002156,15.07,B3,
10002600,18.49,A5,
10002603,12.19,C3,
10002619,14.15,C1,
10002632,16.49,B2,
10002643,8.4,E1,
10002654,19.59,A4,
10002657,11.04,D1,
