Academic_Year,Semester,Student_ID,Course_Code,Total_Sessions,Sessions_Attended,Attendance_Percentage,Attendance_Status
2019/20,Sem1,10000622,B3001,20,11,59.0,Concern
2019/20,Sem1,10000622,B3002,20,11,55.4,Concern
2019/20,Sem1,10000622,B3009,20,12,62.0,Warning
2019/20,Sem1,10000622,B3010,20,8,44.9,Concern
2019/20,Sem2,10000622,B3507,20,11,56.3,Concern
2019/20,Sem2,10000622,B3508,20,12,64.2,Warning
2019/20,Sem2,10000622,B3511,20,14,70.7,Warning
2019/20,Sem2,10000622,B3512,20,10,52.8,Concern
2019/20,Sem1,10000623,GS1001,20,15,79.0,Warning
2019/20,Sem1,10000623,GS1002,20,15,77.5,Warning
2019/20,Sem1,10000623,B1003,20,14,73.2,Warning
2019/20,Sem1,10000623,B1004,20,14,71.3,Warning
2019/20,Sem2,10000623,B1501,20,13,65.2,Warning
2019/20,Sem2,10000623,B1502,20,16,81.0,Good
2019/20,Sem2,10000623,B1503,20,12,63.7,Warning
2019/20,Sem2,10000623,B1504,20,14,71.2,Warning
2019/20,Sem1,10000624,GS1001,20,14,70.9,Warning
2019/20,Sem1,10000624,GS1002,20,14,72.0,Warning
2019/20,Sem1,10000624,B1003,20,13,65.5,Warning
2019/20,Sem1,10000624,B1004,20,15,75.8,Warning
2019/20,Sem2,10000624,B1501,20,11,57.0,Concern
2019/20,Sem2,10000624,B1502,20,13,69.1,Warning
2019/20,Sem2,10000624,B1503,20,12,64.5,Warning
2019/20,Sem2,10000624,B1504,20,14,72.6,Warning
2019/20,Sem1,10000625,GS1001,20,13,69.5,Warning
2019/20,Sem1,10000625,GS1002,20,12,62.2,Warning
2019/20,Sem1,10000625,B1003,20,12,64.3,Warning
2019/20,Sem1,10000625,B1004,20,14,72.3,Warning
2019/20,Sem2,10000625,B1501,20,17,85.9,Good
2019/20,Sem2,10000625,B1502,20,14,70.0,Warning
2019/20,Sem2,10000625,B1503,20,14,73.1,Warning
2019/20,Sem2,10000625,B1504,20,13,68.0,Warning
2019/20,Sem1,10000626,GS1001,20,12,60.4,Warning
2019/20,Sem1,10000626,GS1002,20,14,70.7,Warning
