Academic_Year,Student_ID,Course_Code,Credits,Semester
2019/20,10000622,B3001,15,Sem1
2019/20,10000622,B3002,15,Sem1
2019/20,10000622,B3009,15,Sem1
2019/20,10000622,B3010,15,Sem1
2019/20,10000622,B3507,15,Sem2
2019/20,10000622,B3508,30,Sem2
2019/20,10000622,B3511,15,Sem2
2019/20,10000622,B3512,15,Sem2
2019/20,10000623,GS1001,15,Sem1
2019/20,10000623,GS1002,15,Sem1
2019/20,10000623,B1003,15,Sem1
2019/20,10000623,B1004,15,Sem1
2019/20,10000623,B1501,15,Sem2
2019/20,10000623,B1502,15,Sem2
2019/20,10000623,B1503,15,Sem2
2019/20,10000623,B1504,15,Sem2
2019/20,10000624,GS1001,15,Sem1
2019/20,10000624,GS1002,15,Sem1
2019/20,10000624,B1003,15,Sem1
2019/20,10000624,B1004,15,Sem1
2019/20,10000624,B1501,15,Sem2
2019/20,10000624,B1502,15,Sem2
2019/20,10000624,B1503,15,Sem2
2019/20,10000624,B1504,15,Sem2
2019/20,10000625,GS1001,15,Sem1
2019/20,10000625,GS1002,15,Sem1
2019/20,10000625,B1003,15,Sem1
2019/20,10000625,B1004,15,Sem1
2019/20,10000625,B1501,15,Sem2
2019/20,10000625,B1502,15,Sem2
2019/20,10000625,B1503,15,Sem2
2019/20,10000625,B1504,15,Sem2
2019/20,10000626,GS1001,15,Sem1
2019/20,10000626,GS1002,15,Sem1
2019/20,10000626,B1003,15,Sem1
2019/20,10000626,B1004,15,Sem1
2019/20,10000626,B1501,15,Sem2
2019/20,10000626,B1502,15,Sem2
2019/20,10000626,B1503,15,Sem2
2019/20,10000626,B1504,15,Sem2
2019/20,10000627,B2002,15,Sem1
2019/20,10000627,B2004,15,Sem1
2019/20,10000627,B2006,15,Sem1
2019/20,10000627,B2007,15,Sem1
2019/20,10000627,B2501,15,Sem2
2019/20,10000627,B2502,15,Sem2
2019/20,10000627,B2503,15,Sem2
2019/20,10000627,B2504,15,Sem2
2019/20,10000628,GS1001,15,Sem1
2019/20,10000628,GS1002,15,Sem1
2019/20,10000628,B1003,15,Sem1
2019/20,10000628,B1004,15,Sem1
2019/20,10000628,B1501,15,Sem2
2019/20,10000628,B1502,15,Sem2
2019/20,10000628,B1503,15,Sem2
2019/20,10000628,B1504,15,Sem2
2019/20,10000629,GS1001,15,Sem1
2019/20,10000629,GS1002,15,Sem1
2019/20,10000629,B1003,15,Sem1
2019/20,10000629,B1004,15,Sem1
2019/20,10000629,B1501,15,Sem2
2019/20,10000629,B1502,15,Sem2
2019/20,10000629,B1503,15,Sem2
2019/20,10000629,B1504,15,Sem2
2019/20,10000630,B3001,15,Sem1
2019/20,10000630,B3002,15,Sem1
2019/20,10000630,B3009,15,Sem1
2019/20,10000630,B3010,15,Sem1
2019/20,10000630,B3507,15,Sem2
2019/20,10000630,B3508,30,Sem2
2019/20,10000630,B3511,15,Sem2
2019/20,10000630,B3512,15,Sem2
2019/20,10000631,GS1001,15,Sem1
2019/20,10000631,GS1002,15,Sem1
2019/20,10000631,B1003,15,Sem1
2019/20,10000631,B1004,15,Sem1
2019/20,10000631,B1501,15,Sem2
2019/20,10000631,B1502,15,Sem2
2019/20,10000631,B1503,15,Sem2
2019/20,10000631,B1504,15,Sem2
2019/20,10000632,GS1001,15,Sem1
2019/20,10000632,GS1002,15,Sem1
2019/20,10000632,B1003,15,Sem1
2019/20,10000632,B1004,15,Sem1
2019/20,10000632,B1501,15,Sem2
2019/20,10000632,B1502,15,Sem2
2019/20,10000632,B1503,15,Sem2
2019/20,10000632,B1504,15,Sem2
2019/20,10000633,B3001,15,Sem1
2019/20,10000633,B3002,15,Sem1
2019/20,10000633,B3009,15,Sem1
2019/20,10000633,B3010,15,Sem1
2019/20,10000633,B3507,15,Sem2
2019/20,10000633,B3508,30,Sem2
2019/20,10000633,B3511,15,Sem2
2019/20,10000633,B3512,15,Sem2
2019/20,10000634,GS1001,15,Sem1
2019/20,10000634,GS1002,15,Sem1
2019/20,10000634,B1003,15,Sem1
2019/20,10000634,B1004,15,Sem1
2019/20,10000634,B1501,15,Sem2
2019/20,10000634,B1502,15,Sem2
2019/20,10000634,B1503,15,Sem2
2019/20,10000634,B1504,15,Sem2
2019/20,10000635,GS1001,15,Sem1
2019/20,10000635,GS1002,15,Sem1
2019/20,10000635,B1003,15,Sem1
2019/20,10000635,B1004,15,Sem1
2019/20,10000635,B1501,15,Sem2
2019/20,10000635,B1502,15,Sem2
2019/20,10000635,B1503,15,Sem2
2019/20,10000635,B1504,15,Sem2
2019/20,10000636,GS1001,15,Sem1
2019/20,10000636,GS1002,15,Sem1
2019/20,10000636,B1003,15,Sem1
2019/20,10000636,B1004,15,Sem1
2019/20,10000636,B1501,15,Sem2
2019/20,10000636,B1502,15,Sem2
2019/20,10000636,B1503,15,Sem2
2019/20,10000636,B1504,15,Sem2
2019/20,10000637,B3001,15,Sem1
2019/20,10000637,B3002,15,Sem1
2019/20,10000637,B3009,15,Sem1
2019/20,10000637,B3010,15,Sem1
2019/20,10000637,B3507,15,Sem2
2019/20,10000637,B3508,30,Sem2
2019/20,10000637,B3511,15,Sem2
2019/20,10000637,B3512,15,Sem2
2019/20,10000638,GS1001,15,Sem1
2019/20,10000638,GS1002,15,Sem1
2019/20,10000638,B1003,15,Sem1
2019/20,10000638,B1004,15,Sem1
2019/20,10000638,B1501,15,Sem2
2019/20,10000638,B1502,15,Sem2
2019/20,10000638,B1503,15,Sem2
2019/20,10000638,B1504,15,Sem2
2019/20,10000639,GS1001,15,Sem1
2019/20,10000639,GS1002,15,Sem1
2019/20,10000639,B1003,15,Sem1
2019/20,10000639,B1004,15,Sem1
2019/20,10000639,B1501,15,Sem2
2019/20,10000639,B1502,15,Sem2
2019/20,10000639,B1503,15,Sem2
2019/20,10000639,B1504,15,Sem2
2019/20,10000640,GS1001,15,Sem1
2019/20,10000640,GS1002,15,Sem1
2019/20,10000640,B1003,15,Sem1
2019/20,10000640,B1004,15,Sem1
2019/20,10000640,B1501,15,Sem2
2019/20,10000640,B1502,15,Sem2
2019/20,10000640,B1503,15,Sem2
2019/20,10000640,B1504,15,Sem2
2019/20,10000641,GS1001,15,Sem1
2019/20,10000641,GS1002,15,Sem1
2019/20,10000641,B1003,15,Sem1
2019/20,10000641,B1004,15,Sem1
2019/20,10000641,B1501,15,Sem2
2019/20,10000641,B1502,15,Sem2
2019/20,10000641,B1503,15,Sem2
2019/20,10000641,B1504,15,Sem2
2019/20,10000642,GS1001,15,Sem1
2019/20,10000642,GS1002,15,Sem1
2019/20,10000642,B1003,15,Sem1
2019/20,10000642,B1004,15,Sem1
2019/20,10000642,B1501,15,Sem2
2019/20,10000642,B1502,15,Sem2
2019/20,10000642,B1503,15,Sem2
2019/20,10000642,B1504,15,Sem2
2019/20,10000643,GS1001,15,Sem1
2019/20,10000643,GS1002,15,Sem1
2019/20,10000643,B1003,15,Sem1
2019/20,10000643,B1004,15,Sem1
2019/20,10000643,B1501,15,Sem2
2019/20,10000643,B1502,15,Sem2
2019/20,10000643,B1503,15,Sem2
2019/20,10000643,B1504,15,Sem2
2019/20,10000644,B3001,15,Sem1
2019/20,10000644,B3002,15,Sem1
2019/20,10000644,B3009,15,Sem1
2019/20,10000644,B3010,15,Sem1
2019/20,10000644,B3507,15,Sem2
2019/20,10000644,B3508,30,Sem2
2019/20,10000644,B3511,15,Sem2
