Academic_Year,Semester,Student_ID,Course_Code,Total_Sessions,Sessions_Attended,Attendance_Percentage,Attendance_Status
2025/26,Sem1,10003814,GS1001,20,12,60.8,Warning
2025/26,Sem1,10003814,GS1002,20,11,59.9,Concern
2025/26,Sem1,10003814,B1003,20,9,48.0,Concern
2025/26,Sem1,10003814,B1004,20,11,57.5,Concern
2025/26,Sem1,10003815,GS1001,20,19,96.2,Good
2025/26,Sem1,10003815,GS1002,20,18,92.5,Good
2025/26,Sem1,10003815,B1003,20,17,87.0,Good
2025/26,Sem1,10003815,B1004,20,20,100.0,Good
2025/26,Sem1,10003816,GS1001,20,18,90.4,Good
2025/26,Sem1,10003816,GS1002,20,16,84.8,Good
2025/26,Sem1,10003816,B1003,20,18,93.4,Good
2025/26,Sem1,10003816,B1004,20,16,84.5,Good
2025/26,Sem1,10003817,GS1001,20,16,82.5,Good
2025/26,Sem1,10003817,GS1002,20,15,76.9,Warning
2025/26,Sem1,10003817,B1003,20,15,79.9,Warning
2025/26,Sem1,10003817,B1004,20,16,84.2,Good
2025/26,Sem1,10003818,GS1001,20,13,68.9,Warning
2025/26,Sem1,10003818,GS1002,20,15,78.7,Warning
2025/26,Sem1,10003818,B1003,20,13,69.8,Warning
2025/26,Sem1,10003818,B1004,20,14,74.5,Warning
2025/26,Sem1,10003819,GS1001,20,15,79.9,Warning
2025/26,Sem1,10003819,GS1002,20,17,87.0,Good
2025/26,Sem1,10003819,B1003,20,15,79.9,Warning
2025/26,Sem1,10003819,B1004,20,16,80.9,Good
2025/26,Sem1,10003820,GS1001,20,15,79.2,Warning
2025/26,Sem1,10003820,GS1002,20,13,69.2,Warning
2025/26,Sem1,10003820,B1003,20,13,66.2,Warning
2025/26,Sem1,10003820,B1004,20,15,79.8,Warning
2025/26,Sem1,10003821,GS1001,20,17,88.4,Good
2025/26,Sem1,10003821,GS1002,20,17,87.8,Good
2025/26,Sem1,10003821,B1003,20,18,94.2,Good
2025/26,Sem1,10003821,B1004,20,18,90.0,Good
2025/26,Sem1,10003822,GS1001,20,14,71.5,Warning
2025/26,Sem1,10003822,GS1002,20,17,86.4,Good
2025/26,Sem1,10003822,B1003,20,16,84.7,Good
2025/26,Sem1,10003822,B1004,20,17,88.6,Good
2025/26,Sem1,10003823,GS1001,20,13,65.9,Warning
2025/26,Sem1,10003823,GS1002,20,12,62.1,Warning
2025/26,Sem1,10003823,B1003,20,14,73.7,Warning
2025/26,Sem1,10003823,B1004,20,11,59.9,Concern
2025/26,Sem1,10003824,GS1001,20,17,89.1,Good
2025/26,Sem1,10003824,GS1002,20,17,85.9,Good
2025/26,Sem1,10003824,B1003,20,16,80.8,Good
2025/26,Sem1,10003824,B1004,20,16,83.0,Good
2025/26,Sem1,10003825,GS1001,20,14,74.6,Warning
2025/26,Sem1,10003825,GS1002,20,14,73.3,Warning
2025/26,Sem1,10003825,B1003,20,16,82.3,Good
2025/26,Sem1,10003825,B1004,20,15,79.6,Warning
2025/26,Sem1,10003826,GS1001,20,18,92.7,Good
2025/26,Sem1,10003826,GS1002,20,16,82.1,Good
2025/26,Sem1,10003826,B1003,20,18,90.6,Good
2025/26,Sem1,10003826,B1004,20,16,81.7,Good
2025/26,Sem1,10003827,GS1001,20,15,76.0,Warning
2025/26,Sem1,10003827,GS1002,20,13,65.8,Warning
2025/26,Sem1,10003827,B1003,20,13,67.7,Warning
2025/26,Sem1,10003827,B1004,20,16,82.4,Good
2025/26,Sem1,10003828,GS1001,20,16,84.3,Good
2025/26,Sem1,10003828,GS1002,20,17,89.2,Good
2025/26,Sem1,10003828,B1003,20,16,83.9,Good
2025/26,Sem1,10003828,B1004,20,15,79.9,Warning
2025/26,Sem1,10003829,GS1001,20,14,71.4,Warning
2025/26,Sem1,10003829,GS1002,20,13,69.9,Warning
2025/26,Sem1,10003829,B1003,20,12,60.2,Warning
2025/26,Sem1,10003829,B1004,20,13,68.7,Warning
2025/26,Sem1,10003830,GS1001,20,16,83.0,Good
2025/26,Sem1,10003830,GS1002,20,16,82.4,Good
2025/26,Sem1,10003830,B1003,20,18,90.7,Good
2025/26,Sem1,10003830,B1004,20,17,86.9,Good
2025/26,Sem1,10003831,GS1001,20,10,53.2,Concern
2025/26,Sem1,10003831,GS1002,20,11,59.1,Concern
2025/26,Sem1,10003831,B1003,20,11,57.2,Concern
2025/26,Sem1,10003831,B1004,20,9,45.6,Concern
2025/26,Sem1,10003832,GS1001,20,14,71.3,Warning
2025/26,Sem1,10003832,GS1002,20,14,74.9,Warning
2025/26,Sem1,10003832,B1003,20,14,73.4,Warning
2025/26,Sem1,10003832,B1004,20,12,60.7,Warning
2025/26,Sem1,10003833,GS1001,20,15,78.9,Warning
2025/26,Sem1,10003833,GS1002,20,18,90.8,Good
2025/26,Sem1,10003833,B1003,20,16,80.9,Good
2025/26,Sem1,10003833,B1004,20,17,87.6,Good
2025/26,Sem1,10003834,B3001,20,16,84.5,Good
2025/26,Sem1,10003834,B3002,20,18,92.4,Good
2025/26,Sem1,10003834,B3009,20,16,84.5,Good
2025/26,Sem1,10003834,B3010,20,18,91.7,Good
2025/26,Sem1,10003835,GS1001,20,16,81.8,Good
2025/26,Sem1,10003835,GS1002,20,18,91.5,Good
2025/26,Sem1,10003835,B1003,20,16,80.2,Good
2025/26,Sem1,10003835,B1004,20,16,82.2,Good
2025/26,Sem1,10003836,GS1001,20,16,82.8,Good
2025/26,Sem1,10003836,GS1002,20,17,86.4,Good
2025/26,Sem1,10003836,B1003,20,15,77.2,Warning
2025/26,Sem1,10003836,B1004,20,17,89.3,Good
2025/26,Sem1,10003837,GS1001,20,16,81.1,Good
2025/26,Sem1,10003837,GS1002,20,18,94.3,Good
2025/26,Sem1,10003837,B1003,20,17,86.1,Good
2025/26,Sem1,10003837,B1004,20,15,78.6,Warning
2025/26,Sem1,10003838,GS1001,20,13,68.4,Warning
2025/26,Sem1,10003838,GS1002,20,13,68.0,Warning
2025/26,Sem1,10003838,B1003,20,13,66.5,Warning
2025/26,Sem1,10003838,B1004,20,13,67.9,Warning
2025/26,Sem1,10003839,GS1001,20,12,63.0,Warning
2025/26,Sem1,10003839,GS1002,20,15,76.6,Warning
2025/26,Sem1,10003839,B1003,20,13,69.1,Warning
2025/26,Sem1,10003839,B1004,20,10,51.3,Concern
2025/26,Sem1,10003840,GS1001,20,10,53.8,Concern
2025/26,Sem1,10003840,GS1002,20,13,68.6,Warning
2025/26,Sem1,10003840,B1003,20,13,66.0,Warning
2025/26,Sem1,10003840,B1004,20,9,47.3,Concern
2025/26,Sem1,10003841,GS1001,20,19,97.8,Good
2025/26,Sem1,10003841,GS1002,20,17,86.8,Good
2025/26,Sem1,10003841,B1003,20,17,88.0,Good
2025/26,Sem1,10003841,B1004,20,18,90.3,Good
2025/26,Sem1,10003842,B3001,20,15,79.9,Warning
2025/26,Sem1,10003842,B3002,20,14,70.5,Warning
2025/26,Sem1,10003842,B3009,20,14,74.5,Warning
2025/26,Sem1,10003842,B3010,20,15,75.5,Warning
2025/26,Sem1,10003843,GS1001,20,14,70.1,Warning
2025/26,Sem1,10003843,GS1002,20,12,62.7,Warning
2025/26,Sem1,10003843,B1003,20,13,69.9,Warning
2025/26,Sem1,10003843,B1004,20,15,77.3,Warning
2025/26,Sem1,10003844,GS1001,20,14,70.8,Warning
2025/26,Sem1,10003844,GS1002,20,14,73.4,Warning
2025/26,Sem1,10003844,B1003,20,13,68.8,Warning
2025/26,Sem1,10003844,B1004,20,16,81.0,Good
2025/26,Sem1,10003845,GS1001,20,17,89.7,Good
2025/26,Sem1,10003845,GS1002,20,17,88.3,Good
2025/26,Sem1,10003845,B1003,20,17,89.0,Good
2025/26,Sem1,10003845,B1004,20,19,98.7,Good
2025/26,Sem1,10003846,GS1001,20,13,66.0,Warning
2025/26,Sem1,10003846,GS1002,20,12,61.3,Warning
2025/26,Sem1,10003846,B1003,20,16,82.3,Good
2025/26,Sem1,10003846,B1004,20,13,65.7,Warning
2025/26,Sem1,10003847,GS1001,20,18,93.0,Good
2025/26,Sem1,10003847,GS1002,20,17,86.2,Good
2025/26,Sem1,10003847,B1003,20,16,81.5,Good
2025/26,Sem1,10003847,B1004,20,18,93.1,Good
2025/26,Sem1,10003848,GS1001,20,16,84.5,Good
2025/26,Sem1,10003848,GS1002,20,16,84.7,Good
2025/26,Sem1,10003848,B1003,20,17,88.4,Good
2025/26,Sem1,10003848,B1004,20,16,81.0,Good
2025/26,Sem1,10003849,GS1001,20,18,93.1,Good
2025/26,Sem1,10003849,GS1002,20,18,91.3,Good
2025/26,Sem1,10003849,B1003,20,18,91.9,Good
2025/26,Sem1,10003849,B1004,20,19,96.2,Good
2025/26,Sem1,10003850,GS1001,20,11,56.1,Concern
2025/26,Sem1,10003850,GS1002,20,11,57.2,Concern
2025/26,Sem1,10003850,B1003,20,13,65.2,Warning
2025/26,Sem1,10003850,B1004,20,8,41.3,Concern
2025/26,Sem1,10003851,GS1001,20,13,69.3,Warning
2025/26,Sem1,10003851,GS1002,20,13,68.6,Warning
