Academic_Year,Student_ID,Course_Code,Credits,Semester
2025/26,10003814,GS1001,15,Sem1
2025/26,10003814,GS1002,15,Sem1
2025/26,10003814,B1003,15,Sem1
2025/26,10003814,B1004,15,Sem1
2025/26,10003815,GS1001,15,Sem1
2025/26,10003815,GS1002,15,Sem1
2025/26,10003815,B1003,15,Sem1
2025/26,10003815,B1004,15,Sem1
2025/26,10003816,GS1001,15,Sem1
2025/26,10003816,GS1002,15,Sem1
2025/26,10003816,B1003,15,Sem1
2025/26,10003816,B1004,15,Sem1
2025/26,10003817,GS1001,15,Sem1
2025/26,10003817,GS1002,15,Sem1
2025/26,10003817,B1003,15,Sem1
2025/26,10003817,B1004,15,Sem1
2025/26,10003818,GS1001,15,Sem1
2025/26,10003818,GS1002,15,Sem1
2025/26,10003818,B1003,15,Sem1
2025/26,10003818,B1004,15,Sem1
2025/26,10003819,GS1001,15,Sem1
2025/26,10003819,GS1002,15,Sem1
2025/26,10003819,B1003,15,Sem1
2025/26,10003819,B1004,15,Sem1
2025/26,10003820,GS1001,15,Sem1
2025/26,10003820,GS1002,15,Sem1
2025/26,10003820,B1003,15,Sem1
2025/26,10003820,B1004,15,Sem1
2025/26,10003821,GS1001,15,Sem1
2025/26,10003821,GS1002,15,Sem1
2025/26,10003821,B1003,15,Sem1
2025/26,10003821,B1004,15,Sem1
2025/26,10003822,GS1001,15,Sem1
2025/26,10003822,GS1002,15,Sem1
2025/26,10003822,B1003,15,Sem1
2025/26,10003822,B1004,15,Sem1
2025/26,10003823,GS1001,15,Sem1
2025/26,10003823,GS1002,15,Sem1
2025/26,10003823,B1003,15,Sem1
2025/26,10003823,B1004,15,Sem1
2025/26,10003824,GS1001,15,Sem1
2025/26,10003824,GS1002,15,Sem1
2025/26,10003824,B1003,15,Sem1
2025/26,10003824,B1004,15,Sem1
2025/26,10003825,GS1001,15,Sem1
2025/26,10003825,GS1002,15,Sem1
2025/26,10003825,B1003,15,Sem1
2025/26,10003825,B1004,15,Sem1
2025/26,10003826,GS1001,15,Sem1
2025/26,10003826,GS1002,15,Sem1
2025/26,10003826,B1003,15,Sem1
2025/26,10003826,B1004,15,Sem1
2025/26,10003827,GS1001,15,Sem1
2025/26,10003827,GS1002,15,Sem1
2025/26,10003827,B1003,15,Sem1
2025/26,10003827,B1004,15,Sem1
2025/26,10003828,GS1001,15,Sem1
2025/26,10003828,GS1002,15,Sem1
2025/26,10003828,B1003,15,Sem1
2025/26,10003828,B1004,15,Sem1
2025/26,10003829,GS1001,15,Sem1
2025/26,10003829,GS1002,15,Sem1
2025/26,10003829,B1003,15,Sem1
2025/26,10003829,B1004,15,Sem1
2025/26,10003830,GS1001,15,Sem1
2025/26,10003830,GS1002,15,Sem1
2025/26,10003830,B1003,15,Sem1
2025/26,10003830,B1004,15,Sem1
2025/26,10003831,GS1001,15,Sem1
2025/26,10003831,GS1002,15,Sem1
2025/26,10003831,B1003,15,Sem1
2025/26,10003831,B1004,15,Sem1
2025/26,10003832,GS1001,15,Sem1
2025/26,10003832,GS1002,15,Sem1
2025/26,10003832,B1003,15,Sem1
2025/26,10003832,B1004,15,Sem1
2025/26,10003833,GS1001,15,Sem1
2025/26,10003833,GS1002,15,Sem1
2025/26,10003833,B1003,15,Sem1
2025/26,10003833,B1004,15,Sem1
2025/26,10003834,B3001,15,Sem1
2025/26,10003834,B3002,15,Sem1
2025/26,10003834,B3009,15,Sem1
2025/26,10003834,B3010,15,Sem1
2025/26,10003835,GS1001,15,Sem1
2025/26,10003835,GS1002,15,Sem1
2025/26,10003835,B1003,15,Sem1
2025/26,10003835,B1004,15,Sem1
2025/26,10003836,GS1001,15,Sem1
2025/26,10003836,GS1002,15,Sem1
2025/26,10003836,B1003,15,Sem1
2025/26,10003836,B1004,15,Sem1
2025/26,10003837,GS1001,15,Sem1
2025/26,10003837,GS1002,15,Sem1
2025/26,10003837,B1003,15,Sem1
2025/26,10003837,B1004,15,Sem1
2025/26,10003838,GS1001,15,Sem1
2025/26,10003838,GS1002,15,Sem1
2025/26,10003838,B1003,15,Sem1
2025/26,10003838,B1004,15,Sem1
2025/26,10003839,GS1001,15,Sem1
2025/26,10003839,GS1002,15,Sem1
2025/26,10003839,B1003,15,Sem1
2025/26,10003839,B1004,15,Sem1
2025/26,10003840,GS1001,15,Sem1
2025/26,10003840,GS1002,15,Sem1
2025/26,10003840,B1003,15,Sem1
2025/26,10003840,B1004,15,Sem1
2025/26,10003841,GS1001,15,Sem1
2025/26,10003841,GS1002,15,Sem1
2025/26,10003841,B1003,15,Sem1
2025/26,10003841,B1004,15,Sem1
2025/26,10003842,B3001,15,Sem1
2025/26,10003842,B3002,15,Sem1
2025/26,10003842,B3009,15,Sem1
2025/26,10003842,B3010,15,Sem1
2025/26,10003843,GS1001,15,Sem1
2025/26,10003843,GS1002,15,Sem1
2025/26,10003843,B1003,15,Sem1
2025/26,10003843,B1004,15,Sem1
2025/26,10003844,GS1001,15,Sem1
2025/26,10003844,GS1002,15,Sem1
2025/26,10003844,B1003,15,Sem1
2025/26,10003844,B1004,15,Sem1
2025/26,10003845,GS1001,15,Sem1
2025/26,10003845,GS1002,15,Sem1
2025/26,10003845,B1003,15,Sem1
2025/26,10003845,B1004,15,Sem1
2025/26,10003846,GS1001,15,Sem1
2025/26,10003846,GS1002,15,Sem1
2025/26,10003846,B1003,15,Sem1
2025/26,10003846,B1004,15,Sem1
2025/26,10003847,GS1001,15,Sem1
2025/26,10003847,GS1002,15,Sem1
2025/26,10003847,B1003,15,Sem1
2025/26,10003847,B1004,15,Sem1
2025/26,10003848,GS1001,15,Sem1
2025/26,10003848,GS1002,15,Sem1
2025/26,10003848,B1003,15,Sem1
2025/26,10003848,B1004,15,Sem1
2025/26,10003849,GS1001,15,Sem1
2025/26,10003849,GS1002,15,Sem1
2025/26,10003849,B1003,15,Sem1
2025/26,10003849,B1004,15,Sem1
2025/26,10003850,GS1001,15,Sem1
2025/26,10003850,GS1002,15,Sem1
2025/26,10003850,B1003,15,Sem1
2025/26,10003850,B1004,15,Sem1
2025/26,10003851,GS1001,15,Sem1
2025/26,10003851,GS1002,15,Sem1
2025/26,10003851,B1003,15,Sem1
2025/26,10003851,B1004,15,Sem1
2025/26,10003852,B3001,15,Sem1
2025/26,10003852,B3002,15,Sem1
2025/26,10003852,B3009,15,Sem1
2025/26,10003852,B3010,15,Sem1
2025/26,10003853,B2002,15,Sem1
