Student_ID,Course_Grade_Point,Overall_Grade,Warning
10000625,10.511,D2,
10000628,10.3385,D2,
10000656,4.749499999999999,F2,
10000662,1.5294999999999999,G1,
10000690,13.8805,C2,
10000718,11.580499999999999,D1,
10000719,5.175,F1,
10000732,4.7955,F2,
10000745,1.6444999999999999,G1,
10000746,13.661999999999999,C2,
10000747,12.615499999999999,C3,
10000750,14.420999999999998,C1,
10000751,10.5915,D2,
10000753,13.730999999999998,C2,
10000773,1.0234999999999999,G1,
10000777,7.014999999999999,E2,
10000781,8.866499999999998,E1,
10000790,13.707999999999998,C2,
10000808,10.028,D2,
10000818,3.7604999999999995,F3,
10000820,12.408499999999998,C3,
10000822,6.946,E3,
10000830,2.6104999999999996,G1,
10000835,13.995499999999998,C2,
10000840,4.5424999999999995,F2,
10000850,7.337,E2,
10000855,7.900499999999999,E2,
10000858,10.764,D2,
10000871,1.1729999999999998,G1,
10000880,9.3265,D3,
10000890,6.095,E3,
10000899,6.624,E3,
10000902,4.427499999999999,F2,
10000907,13.777,C2,
10000918,14.397999999999998,C1,
10000923,8.1535,E1,
10000933,12.535,C3,
10000939,12.466,C3,
10000942,11.9485,D1,
10000954,9.729000000000001,D3,
10000955,1.4375,G1,
10000964,12.8225,C3,
10000968,8.809,E1,
10000971,6.808,E3,
10001002,8.8895,E1,
10001007,10.511,D2,
10001012,12.512,C3,
10001017,9.683,D3,
10001021,3.4844999999999997,F3,
10001023,10.373,D2,
10001028,0.6784999999999999,G2,
10001032,6.5895,E3,
10001038,4.922,F2,
